Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Collection_ID,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ST,Clonal_Complex,Index,ID,Speciemen,Species,Sequence Type (ST),Clonal Complex (CC),Ciprofloxacin (ECOFF= 0.5 mg/L),Nalidixic acid (ECOFF= 16 mg/L),Tetracycline (ECOFF=2 mg/L),Erythromycin (ECOFF= 4 mg/L For C. jejuni and =8 mg/L for C. coli),Streptomycin (ECOFF= 4 mg/L),Gentamicin (ECOFF= 2mg/L)
SRR10257502,WGS,429,145968099,PRJNA576513,SAMN13011825,Pathogen.env,74119487,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt1,public,"fastq,sra,wgmlst_sig,realign","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975408,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt1,chicken,30.0448 N 31.1222 E,MilSeq35_S01_Egypt01,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7720,SRP225063,354,ST-354 complex,7720,Camp_7720,Broiler carcass,Campylobacter jejuni,ST354,ST-354 ClonalComplex,8,64,64,2,1,1
SRR10257503,WGS,341,91558799,PRJNA576513,SAMN13011765,Pathogen.env,57269386,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt46,public,"wgmlst_sig,realign,sra,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975407,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt46,human,30.0448 N 31.1222 E,MilSeq35_S23_ElHadidy_Egypt46,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7654,SRP225063,3769,ST-21 complex,7654,Camp_7654,Human stool,Campylobacter jejuni,ST3769,ST-21 ClonalComplex,4,64,64,1,1,1
SRR10257504,WGS,423,92824592,PRJNA576513,SAMN13011818,Pathogen.env,60956643,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt103,public,"sra,fastq,wgmlst_sig,realign","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975406,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt103,human,30.0448 N 31.1222 E,MilSeq35_S80_ElHadidy_Egypt103,PAIRED,RANDOM,GENOMIC,Campylobacter coli,ILLUMINA,2019-10-10T00:00:00Z,SKS_7711,SRP225063,7951,NA,7711,Camp_7711,Human stool,Campylobacter coli,ST7951,NA,8,32,64,64,1,1
SRR10257505,WGS,397,86374334,PRJNA576513,SAMN13011764,Pathogen.env,59253845,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt45,public,"sra,fastq,realign,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975405,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt45,human,30.0448 N 31.1222 E,MilSeq35_S22_ElHadidy_Egypt45,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7653,SRP225063,2844,ST-460 complex,7653,Camp_7653,Human stool,Campylobacter jejuni,ST2844,ST-460 ClonalComplex,8,32,0.5,1,0.5,0.5
SRR10257506,WGS,360,133275237,PRJNA576513,SAMN13011763,Pathogen.env,87540022,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt44,public,"wgmlst_sig,realign,sra,fastq","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975404,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt44,human,30.0448 N 31.1222 E,MilSeq35_S21_ElHadidy_Egypt44,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7652,SRP225063,122,ST-206 complex,7652,Camp_7652,Human stool,Campylobacter jejuni,ST122,ST-206 ClonalComplex,16,32,0.5,1,0.5,0.5
SRR10257507,WGS,358,144447964,PRJNA576513,SAMN13011762,Pathogen.env,91545877,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt43,public,"wgmlst_sig,sra,realign,fastq","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975403,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt43,human,30.0448 N 31.1222 E,MilSeq35_S20_ElHadidy_Egypt43,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7651,SRP225063,1044,ST-658 complex,7651,Camp_7651,Human stool,Campylobacter jejuni,ST1044,ST-658 ClonalComplex,8,64,1,2,0.5,0.5
SRR10257508,WGS,392,145357524,PRJNA576513,SAMN13011761,Pathogen.env,90491118,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt42,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975402,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt42,dairy products,30.0448 N 31.1222 E,MilSeq35_S19_ElHadidy_Egypt42,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7650,SRP225063,42,ST-42 complex,7650,Camp_7650,Dairy products,Campylobacter jejuni,ST42,ST-42 ClonalComplex,0.12,4,2,32,0.5,0.25
SRR10257509,WGS,431,100448391,PRJNA576513,SAMN13011760,Pathogen.env,65694496,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt41,public,"sra,fastq,wgmlst_sig,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975401,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt41,dairy products,30.0448 N 31.1222 E,MilSeq35_S18_ElHadidy_Egypt41,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7649,SRP225063,354,ST-354 complex,7649,Camp_7649,Dairy products,Campylobacter jejuni,ST354,ST-354 ClonalComplex,8,64,64,2,1,0.5
SRR10257510,WGS,413,97925015,PRJNA576513,SAMN13011759,Pathogen.env,63008228,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt40,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975400,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt40,dairy products,30.0448 N 31.1222 E,MilSeq35_S17_ElHadidy_Egypt40,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7648,SRP225063,50,ST-21 complex,7648,Camp_7648,Dairy products,Campylobacter jejuni,ST50,ST-21 ClonalComplex,0.25,16,0.5,2,1,0.5
SRR10257511,WGS,342,73403021,PRJNA576513,SAMN13011827,Pathogen.env,36617405,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt4,public,"realign,fastq,wgmlst_sig,sra","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975399,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt4,chicken,30.0448 N 31.1222 E,MilSeq35_S04_Egypt04,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7722,SRP225063,1519,ST-21 complex,7722,Camp_7722,Broiler carcass,Campylobacter jejuni,ST1519,ST-21 ClonalComplex,8,64,0.5,2,1,0.5
SRR10257512,WGS,439,80035731,PRJNA576513,SAMN13011758,Pathogen.env,51361721,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt39,public,"realign,wgmlst_sig,sra,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975398,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt39,dairy products,30.0448 N 31.1222 E,MilSeq35_S16_ElHadidy_Egypt39,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7647,SRP225063,400,ST-353 complex,7647,Camp_7647,Dairy products,Campylobacter jejuni,ST400,ST-353 ClonalComplex,0.25,16,0.5,1,0.5,0.5
SRR10257513,WGS,462,149806251,PRJNA576513,SAMN13011757,Pathogen.env,100021292,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt38,public,"realign,wgmlst_sig,sra,fastq","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975397,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt38,dairy products,30.0448 N 31.1222 E,MilSeq35_S15_ElHadidy_Egypt38,PAIRED,RANDOM,GENOMIC,Campylobacter coli,ILLUMINA,2019-10-10T00:00:00Z,SKS_7646,SRP225063,1059,ST-828 complex,7646,Camp_7646,Dairy products,Campylobacter coli,ST1059,ST-828 ClonalComplex,8,64,4,16,1,4
SRR10257514,WGS,383,163200051,PRJNA576513,SAMN13011756,Pathogen.env,104397847,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt37,public,"sra,fastq,wgmlst_sig,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975396,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt37,dairy products,30.0448 N 31.1222 E,MilSeq35_S14_ElHadidy_Egypt37,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7645,SRP225063,48,ST-48 complex,7645,Camp_7645,Dairy products,Campylobacter jejuni,ST48,ST-48 ClonalComplex,0.12,16,0.5,1,0.5,0.25
SRR10257515,WGS,427,73110367,PRJNA576513,SAMN13011817,Pathogen.env,46991339,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt102,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975395,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt102,human,30.0448 N 31.1222 E,MilSeq35_S79_ElHadidy_Egypt102,PAIRED,RANDOM,GENOMIC,Campylobacter coli,ILLUMINA,2019-10-10T00:00:00Z,SKS_7710,SRP225063,1614,ST-828 complex,7710,Camp_7710,Human stool,Campylobacter coli,ST1614,ST-828 ClonalComplex,0.25,2,2,1,0.5,0.25
SRR10257516,WGS,413,113497939,PRJNA576513,SAMN13011755,Pathogen.env,73543059,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt36,public,"fastq,sra,wgmlst_sig,realign","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975394,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt36,dairy products,30.0448 N 31.1222 E,MilSeq35_S13_ElHadidy_Egypt36,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7644,SRP225063,48,ST-48 complex,7644,Camp_7644,Dairy products,Campylobacter jejuni,ST48,ST-48 ClonalComplex,8,32,0.5,1,1,0.25
SRR10257517,WGS,407,94265715,PRJNA576513,SAMN13011754,Pathogen.env,60333127,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt35,public,"realign,wgmlst_sig,sra,fastq","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975393,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt35,dairy products,30.0448 N 31.1222 E,MilSeq35_S12_ElHadidy_Egypt35,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7643,SRP225063,262,ST-21 complex,7643,Camp_7643,Dairy products,Campylobacter jejuni,ST262,ST-21 ClonalComplex,0.25,4,1,1,1,0.5
SRR10257518,WGS,388,130380760,PRJNA576513,SAMN13011753,Pathogen.env,83692917,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt34,public,"sra,wgmlst_sig,realign,fastq","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975392,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt34,dairy products,30.0448 N 31.1222 E,MilSeq35_S11_ElHadidy_Egypt34,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7642,SRP225063,262,ST-21 complex,7642,Camp_7642,Dairy products,Campylobacter jejuni,ST262,ST-21 ClonalComplex,0.25,2,1,1,8,1
SRR10257519,WGS,358,111103151,PRJNA576513,SAMN13011752,Pathogen.env,72261491,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt33,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975391,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt33,dairy products,30.0448 N 31.1222 E,MilSeq35_S10_ElHadidy_Egypt33,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7641,SRP225063,2844,ST-460 complex,7641,Camp_7641,Dairy products,Campylobacter jejuni,ST2844,ST-460 ClonalComplex,0.25,2,0.5,1,1,1
SRR10257520,WGS,375,120384142,PRJNA576513,SAMN13011751,Pathogen.env,77429394,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt32,public,"realign,wgmlst_sig,sra,fastq","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975390,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt32,dairy products,30.0448 N 31.1222 E,MilSeq35_S09_ElHadidy_Egypt32,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7640,SRP225063,1519,ST-21 complex,7640,Camp_7640,Dairy products,Campylobacter jejuni,ST1519,ST-21 ClonalComplex,16,32,0.5,1,4,0.5
SRR10257521,WGS,390,113136312,PRJNA576513,SAMN13011750,Pathogen.env,72971651,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt31,public,"sra,realign,wgmlst_sig,fastq","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975389,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt31,dairy products,30.0448 N 31.1222 E,MilSeq35_S08_ElHadidy_Egypt31,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7639,SRP225063,50,ST-21 complex,7639,Camp_7639,Dairy products,Campylobacter jejuni,ST50,ST-21 ClonalComplex,0.12,2,0.5,1,1,0.5
SRR10257522,WGS,449,125659962,PRJNA576513,SAMN13011749,Pathogen.env,81861195,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt30,public,"sra,realign,wgmlst_sig,fastq","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975388,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt30,dairy products,30.0448 N 31.1222 E,MilSeq35_S07_ElHadidy_Egypt30,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7638,SRP225063,262,ST-21 complex,7638,Camp_7638,Dairy products,Campylobacter jejuni,ST262,ST-21 ClonalComplex,0.12,4,1,1,0.5,0.25
SRR10257523,WGS,412,143426635,PRJNA576513,SAMN13011748,Pathogen.env,92785328,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt29,public,"realign,wgmlst_sig,fastq,sra","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975387,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt29,dairy products,30.0448 N 31.1222 E,MilSeq35_S06_ElHadidy_Egypt29,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7637,SRP225063,2254,ST-257 complex,7637,Camp_7637,Dairy products,Campylobacter jejuni,ST2254,ST-257 ClonalComplex,8,64,64,1,1,0.25
SRR10257524,WGS,392,193409996,PRJNA576513,SAMN13011747,Pathogen.env,120876935,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt28,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975386,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt28,chicken,30.0448 N 31.1222 E,MilSeq35_S05_ElHadidy_Egypt28,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7636,SRP225063,464,ST-464 complex,7636,Camp_7636,Broiler carcass,Campylobacter jejuni,ST464,ST-464 ClonalComplex,0.12,32,32,2,4,0.5
SRR10257525,WGS,434,131605199,PRJNA576513,SAMN13011746,Pathogen.env,84022955,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt27,public,"wgmlst_sig,fastq,realign,sra","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975385,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt27,chicken,30.0448 N 31.1222 E,MilSeq35_S04_ElHadidy_Egypt27,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7635,SRP225063,19,ST-21 complex,7635,Camp_7635,Broiler carcass,Campylobacter jejuni,ST19,ST-21 ClonalComplex,8,32,1,2,1,0.5
