PATRIC ID,Isolation Source,Isolation Date,Serotype,US State of Isolation,SRA Run Accession,AUG,AMP,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,NAL,STR,TET,TIO,KAN
590.14324,Ground Turkey,NA,"IIIa 18:z4,z23:-",CO,SRR3242356,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,<=0.25,4,NA,<=4,1,NA
590.14325,Chicken Breast,2012,Kentucky,CO,SRR3664873,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,<=16,2,<=0.25,2,64,>32,1,<=8
590.14326,Chicken Breast,2009,Heidelberg,CA,SRR3096088,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,32,2,0.5,4,>64,>32,1,NA
590.14327,Chicken Wings,2011,Kentucky,GA,SRR3665203,<=1,2,<=0.25,4,4,<=0.015,<=0.12,64,2,0.5,4,NA,<=4,1,<=8
590.14328,Ground Turkey,2015,Heidelberg,MN,SRR3933015,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,2,<=0.25,4,8,<=4,1,NA
590.14329,Chicken Breast,2006,Typhimurium var. 5-,MD,SRR1664272,>32,>32,16,NA,4,<=0.01,<=0.12,>256,>32,<=0.25,4,NA,>32,>8,NA
590.1433,Animal-Swine-Sow,2014,Typhimurium,OR,SRR3295769,>32,>32,32,2,>32,<=0.015,0.25,>256,>32,1,4,>64,>32,>8,NA
590.14331,Ground Turkey,2007,Heidelberg,GA,SRR2085784,16,>32,<=0.25,NA,8,<=0.01,0.25,>256,4,16,4,NA,>32,1,NA
590.14332,Chicken Breast,2009,Typhimurium var. 5-,NY,SRR3173690,16,>32,<=0.25,NA,4,<=0.01,<=0.12,>256,2,<=0.25,4,NA,>32,1,NA
590.14333,Chicken Breast,2006,Heidelberg,GA,SRR1849329,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,<=16,2,0.5,4,NA,<=4,0.5,NA
590.14334,Chicken Breast,2012,Kentucky,CO,SRR3664874,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,<=16,4,<=0.25,2,NA,>32,1,<=8
590.14335,Chicken Breast,2013,Litchfield,LA,SRR2567010,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,32,2,0.5,4,NA,<=4,1,<=8
590.14336,Chicken Breast,2008,Typhimurium var. 5-,CT,SRR3242357,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,<=4,1,NA
590.14337,Chicken Breast,2009,Typhimurium var. 5-,CA,SRR3096089,>32,>32,16,NA,8,<=0.01,<=0.12,32,>32,0.5,4,NA,<=4,>8,NA
590.14338,Chicken Breast,2004,Heidelberg,OR,SRR1544174,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,<=16,2,0.5,4,NA,<=4,0.5,NA
590.14339,Hogs,2014,Saintpaul,TN,SRR3295770,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,64,2,0.5,4,8,>32,1,NA
590.1434,Chicken Breast,2015,Enteritidis,MO,SRR3933016,<=1,<=1,<=0.25,2,8,<=0.015,<=0.12,32,2,<=0.25,4,<=2,<=4,1,NA
590.14341,Ground Turkey,2011,Saintpaul,GA,SRR3665204,<=1,2,<=0.25,4,8,<=0.015,<=0.12,32,2,0.5,2,64,>32,1,<=8
590.14342,Ground Turkey,2006,Heidelberg,NY,SRR2533323,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,<=4,1,NA
590.14343,Chicken Breast,2002,Heidelberg,MN,SRR1198930,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,NA,2,0.5,4,NA,<=4,0.5,NA
590.14344,Pork Chop,2007,Mbandaka,GA,SRR2086981,<=1,<=1,<=0.25,NA,8,<=0.01,>4,>256,4,0.5,2,NA,>32,1,NA
590.14345,Ground Turkey,2015,Muenchen,MO,SRR3933017,<=1,<=1,<=0.25,2,4,<=0.015,<=0.12,>256,2,<=0.25,4,32,>32,1,NA
590.14346,Chicken Breast,2012,Typhimurium var. 5-,GA,SRR3664875,<=1,<=1,<=0.25,4,8,0.03,<=0.12,>256,2,0.5,4,NA,>32,1,<=8
590.14347,Ground Turkey,2009,"IIIa 18:z4,z23:-",CA,SRR3096090,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,1,2,NA,<=4,0.5,NA
590.14348,Chicken Breast,2009,Kentucky,NY,SRR3173691,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,<=0.25,2,64,>32,0.5,NA
590.14349,Chicken Breast,2005,Heidelberg,MD,SRR1664275,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,<=16,2,<=0.25,4,NA,<=4,0.5,NA
590.1435,Ground Turkey,2013,Saintpaul,LA,SRR2567011,8,>32,<=0.25,4,8,<=0.015,<=0.12,32,2,0.5,2,NA,>32,1,<=8
590.14351,Ground Turkey,2008,Derby,CT,SRR3242358,16,>32,<=0.25,NA,8,<=0.01,<=0.12,>256,4,>16,4,64,>32,2,NA
590.14352,Ground Turkey,2008,Heidelberg,MN,SRR2670601,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,>256,2,>16,4,>64,>32,1,NA
590.14353,Ground Turkey,2007,Heidelberg,MN,SRR2096539,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,32,2,0.5,4,>64,>32,1,NA
590.14354,Hogs,2014,Typhimurium,GA,SRR3295771,>32,>32,32,2,>32,<=0.015,0.25,>256,>32,1,4,>64,>32,>8,NA
590.14355,Ground Turkey,2006,Hadar,GA,SRR1849358,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,0.5,8,>64,>32,1,NA
590.14356,Chicken Breast,2002,Typhimurium var. Copenhagen,MN,SRR1198931,>32,>32,16,NA,8,<=0.01,<=0.12,NA,>16,<=0.25,8,NA,<=4,>8,NA
590.14357,Chicken Breast,2016,Heidelberg,MO,SRR3933018,8,>32,<=0.25,4,8,<=0.015,<=0.12,32,2,0.5,4,16,<=4,1,NA
590.14358,Chicken Breast,2012,Thompson,GA,SRR3664876,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,<=16,4,0.5,4,NA,<=4,0.5,<=8
590.14359,Ground Turkey,2009,"IIIa 18:z4,z23:-",CA,SRR3096091,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,<=16,4,<=0.25,2,NA,<=4,0.5,NA
590.1436,Ground Turkey,2013,Saintpaul,LA,SRR2567012,8,>32,<=0.25,4,8,<=0.015,<=0.12,32,4,1,4,NA,<=4,1,<=8
590.14361,Chicken Breast,2008,Typhimurium,MD,SRR2670624,>32,>32,16,NA,8,<=0.01,0.25,>256,>32,0.5,4,NA,>32,>8,NA
590.14362,Chicken Breast,2009,Kentucky,NY,SRR3173693,>32,>32,16,NA,8,<=0.01,<=0.12,64,32,<=0.25,4,64,>32,>8,NA
590.14363,Chicken Breast,2004,Kentucky,NY,SRR1544176,>32,>32,16,NA,8,<=0.01,<=0.12,64,32,0.5,4,>64,>32,>8,NA
590.14364,Ground Beef,2011,Mbandaka,GA,SRR3665205,<=1,<=1,<=0.25,4,8,0.03,<=0.12,32,4,1,2,NA,<=4,1,<=8
590.14365,Ground Turkey,2006,Heidelberg,NY,SRR2533324,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,>32,1,NA
590.14366,Ground Turkey,2007,Hadar,GA,SRR2096590,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,0.5,4,64,>32,1,NA
590.14367,Chicken Breast,2007,Kentucky,CT,SRR1849371,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,<=0.25,2,64,>32,1,NA
590.14368,Ground Turkey,2016,Reading,MO,SRR3933019,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,4,0.5,4,8,<=4,1,NA
590.14369,Chicken Breast,2012,Thompson,GA,SRR3664877,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,<=16,2,0.5,4,NA,<=4,0.5,<=8
590.1437,Chicken Breast,2002,Typhimurium var. Copenhagen,CT,SRR1198932,<=1,<=1,<=0.25,NA,8,<=0.01,0.25,NA,4,<=0.25,4,NA,>32,0.5,NA
590.14371,Chicken Breast,2005,Typhimurium var. 5-,MD,SRR1664280,>32,>32,8,NA,4,<=0.01,<=0.12,>256,32,<=0.25,4,NA,>32,>8,NA
590.14372,Chicken Breast,2008,Kentucky,CT,SRR3242360,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,2,>64,>32,0.5,NA
590.14373,Beef Cattle,2014,Montevideo,TX,SRR3295772,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,2,8,>32,0.5,NA
590.14374,Pork Chop,2009,Infantis,CA,SRR3096093,<=1,<=1,<=0.25,NA,8,0.03,<=0.12,64,4,0.5,4,NA,<=4,1,NA
590.14375,Chicken Breast,2008,Typhimurium,NY,SRR2670625,>32,>32,16,NA,8,<=0.01,0.25,>256,>32,<=0.25,2,NA,>32,>8,NA
590.14376,Chicken Breast,2007,Kentucky,MN,SRR2096591,<=1,<=1,<=0.25,NA,4,<=0.01,0.25,32,2,<=0.25,2,NA,<=4,0.5,NA
590.14377,Ground Turkey,2006,Berta,GA,SRR1849376,8,>32,<=0.25,NA,4,<=0.01,<=0.12,>256,2,>16,4,NA,<=4,1,NA
590.14378,Hogs,2014,Eko,IL,SRR3295773,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,16,>32,1,NA
590.14379,Ground Turkey,2008,Saintpaul,CT,SRR3242361,16,>32,<=0.25,NA,8,<=0.01,0.5,64,2,0.5,4,NA,>32,1,NA
590.1438,Chicken Breast,2009,Typhimurium var. 5-,GA,SRR3173696,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,>256,2,0.5,4,NA,>32,0.5,NA
590.14381,Ground Turkey,2013,Saintpaul,LA,SRR2567013,8,>32,<=0.25,4,8,<=0.015,<=0.12,32,2,0.5,2,NA,>32,1,<=8
590.14382,Chicken Breast,2016,Infantis,MO,SRR3933020,<=1,<=1,<=0.25,4,8,0.03,<=0.12,32,4,<=0.25,4,8,<=4,1,NA
590.14383,Ground Turkey,2007,Agona,GA,SRR2096613,<=1,<=1,<=0.25,NA,8,<=0.01,0.25,>256,4,<=0.25,4,64,>32,1,NA
590.14384,Chicken Breast,2011,Enteritidis,MN,SRR3665206,<=1,<=1,<=0.25,4,4,0.03,<=0.12,32,4,<=0.25,4,NA,<=4,1,<=8
590.14385,Chicken Breast,2005,Kentucky,MD,SRR1664285,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,1,<=0.25,2,64,>32,0.5,NA
590.14386,Ground Turkey,2012,Montevideo,GA,SRR3664878,>32,>32,16,4,8,0.03,<=0.12,32,>32,0.5,4,NA,<=4,>8,<=8
590.14387,Chicken Breast,2004,Hadar,OR,SRR1544177,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,4,0.5,4,64,>32,1,NA
590.14388,Hogs,2014,Derby,KY,SRR3295774,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,>32,2,NA
590.14389,Chicken Breast,2009,Kentucky,CA,SRR3096094,>32,>32,32,NA,4,<=0.01,<=0.12,64,>32,0.5,2,64,>32,>8,NA
590.1439,Chicken Breast,2016,Enteritidis,MO,SRR3933021,<=1,2,<=0.25,4,8,<=0.015,<=0.12,32,8,<=0.25,4,<=2,<=4,1,NA
590.14391,Ground Turkey,2006,Hadar,GA,SRR1849384,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,4,0.5,4,>64,>32,1,NA
590.14392,Chicken Breast,2013,Muenchen,LA,SRR2567014,<=1,<=1,<=0.25,2,4,<=0.015,<=0.12,64,2,0.5,4,NA,<=4,1,<=8
590.14393,Ground Turkey,2008,Hadar,MN,SRR2670660,<=1,<=1,<=0.25,NA,4,<=0.01,0.25,64,2,1,4,64,>32,1,NA
590.14394,Ground Turkey,2002,Saintpaul,TN,SRR1198942,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,NA,2,<=0.25,4,NA,>32,0.5,NA
590.14395,Ground Turkey,2009,Saintpaul,GA,SRR3173697,16,>32,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,>32,1,NA
590.14396,Chicken Breast,2006,Kentucky,MD,SRR1664293,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,0.5,2,64,>32,1,NA
590.14397,Ground Turkey,2006,Heidelberg,NY,SRR2533326,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,>32,1,NA
590.14399,Ground Turkey,2007,Hadar,CT,SRR1849385,<=1,<=1,<=0.25,NA,4,0.03,<=0.12,64,2,0.5,4,>64,>32,1,NA
590.144,Chicken Breast,2016,Heidelberg,NM,SRR3933022,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,>256,2,16,4,32,<=4,1,NA
590.14401,Ground Turkey,2007,Heidelberg,MN,SRR2096621,>32,>32,32,NA,8,<=0.01,0.25,32,>32,<=0.25,4,NA,>32,>8,NA
590.14402,Ground Turkey,2012,Javiana,GA,SRR3664879,<=1,<=1,<=0.25,8,8,0.03,<=0.12,64,4,0.5,4,8,<=4,1,NA
590.14403,Chicken Breast,2009,Heidelberg,CA,SRR3096095,4,<=1,<=0.25,NA,8,0.03,<=0.12,32,2,0.5,4,NA,<=4,1,NA
590.14404,Young Chicken,2014,Typhimurium,VA,SRR3295775,<=1,<=1,<=0.25,2,8,<=0.015,0.25,>256,2,16,4,64,>32,1,NA
590.14405,Ground Turkey,2004,Saintpaul,NY,SRR1544182,16,>32,<=0.25,NA,8,<=0.01,0.25,>256,4,16,4,64,<=4,1,NA
590.14406,Chicken Breast,2013,Typhimurium var. 5-,MN,SRR2567015,>32,>32,8,4,8,<=0.015,<=0.12,>256,16,<=0.25,4,NA,>32,8,<=8
590.14407,Ground Turkey,2006,"I 4,12:r:-",MD,SRR1664299,32,>32,32,NA,>32,<=0.01,<=0.12,>256,32,0.5,4,>64,>32,>8,NA
590.14408,Chicken Breast,2002,Typhimurium var. Copenhagen,CT,SRR1198956,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,NA,4,0.5,4,NA,>32,0.5,NA
590.14409,Ground Turkey,2006,Heidelberg,NY,SRR2533327,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,<=0.25,4,NA,>32,1,NA
590.1441,Chicken Breast,NA,Kentucky,NY,SRR2102383,>32,>32,16,NA,4,<=0.01,<=0.12,<=16,>32,0.5,4,64,>32,>8,NA
590.14411,Pork Chop,2016,Derby,NM,SRR3933023,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,>256,4,0.5,4,>64,>32,1,NA
590.14412,Ground Turkey,2009,Hadar,GA,SRR3242363,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,32,2,0.5,4,>64,>32,1,NA
590.14413,Chicken Breast,2004,Hadar,OR,SRR1544192,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,64,>32,1,NA
590.14414,Ground Turkey,2012,Agona,GA,SRR3664880,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,>256,4,16,4,64,<=4,1,<=8
590.14415,Ground Turkey,2008,Hadar,NY,SRR2670661,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,>256,2,>16,2,>64,>32,1,NA
590.14416,Chicken Breast,2006,Heidelberg,GA,SRR1849386,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,32,2,<=0.25,4,>64,<=4,1,NA
590.14417,Young Chicken,2014,Kentucky,MS,SRR3295776,32,>32,4,1,4,<=0.015,<=0.125,32,16,1,2,>64,<=4,8,NA
590.14418,Ground Turkey,2011,Heidelberg,MN,SRR3665208,8,>32,<=0.25,4,8,<=0.015,<=0.12,64,2,>16,4,32,>32,1,NA
590.14419,Chicken Breast,2013,Worthington,MN,SRR2567016,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,<=16,4,0.5,4,NA,<=4,0.5,<=8
590.1442,Ground Turkey,2006,Agona,NY,SRR2533328,8,>32,<=0.25,NA,8,<=0.01,<=0.12,>256,4,16,4,NA,<=4,1,NA
590.14421,Ground Turkey,2013,"IIIa 18:z4,z23:-",CA,SRR3664881,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,<=16,2,0.5,2,NA,<=4,0.5,<=8
590.14422,Ground Turkey,2007,Heidelberg,MN,SRR2102388,8,>32,<=0.25,NA,8,<=0.01,0.25,32,2,0.5,4,>64,<=4,1,NA
590.14423,Chicken Breast,2009,Heidelberg,CA,SRR3096096,>32,>32,16,NA,8,<=0.01,<=0.12,32,>32,0.5,4,64,>32,>8,NA
590.14424,Chicken Breast,2009,Infantis,GA,SRR3242364,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,4,0.5,4,NA,<=4,1,NA
590.14425,Chicken Breast,2005,Kentucky,MD,SRR1664306,>32,>32,16,NA,4,<=0.01,<=0.12,64,32,<=0.25,2,64,>32,>8,NA
590.14426,Chicken Breast,2002,Blockley,MN,SRR1198961,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,NA,2,<=0.25,4,NA,<=4,0.5,NA
590.14427,Ground Turkey,2016,Agona,NM,SRR3933024,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,4,<=0.25,4,8,<=4,1,NA
590.14428,Chicken Breast,2012,Typhimurium,CA,SRR3664882,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,>256,2,>16,2,64,<=4,1,<=8
590.14429,Chicken Breast,2009,Agona,CA,SRR3096097,2,2,4,NA,8,0.06,<=0.12,64,8,0.5,4,NA,<=4,2,NA
590.1443,Ground Turkey,2007,Montevideo,CT,SRR1849395,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,>256,4,>16,4,64,<=4,1,NA
590.14431,Dairy Cattle,2014,Newport,UT,SRR3295777,>32,>32,32,4,>32,<=0.015,0.25,>256,>32,0.5,2,>64,>32,>8,NA
590.14432,Ground Turkey,NA,Senftenberg,MN,SRR3665209,16,>32,<=0.25,4,8,<=0.015,<=0.12,32,8,16,4,>64,<=4,1,NA
590.14433,Chicken Breast,2012,Mbandaka,CA,SRR3664883,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,4,0.5,2,NA,>32,1,<=8
590.14434,Ground Turkey,2009,Saintpaul,GA,SRR3173698,16,>32,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,2,NA,>32,1,NA
590.14435,Chicken Breast,2004,Typhimurium,NY,SRR1544198,>32,>32,16,NA,4,<=0.01,<=0.12,>256,>32,<=0.25,4,NA,>32,>8,NA
590.14436,Chicken Breast,2005,Kentucky,MD,SRR1664311,>32,>32,16,NA,4,<=0.01,<=0.12,64,32,<=0.25,4,NA,<=4,>8,NA
590.14437,Chicken Breast,2007,Typhimurium,NY,SRR2102389,>32,>32,16,NA,8,<=0.01,0.25,>256,>32,<=0.25,4,NA,>32,>8,NA
590.14438,Ground Turkey,2011,Heidelberg,MN,SRR3665210,>32,>32,32,4,8,<=0.015,<=0.12,<=16,>32,0.5,4,>64,>32,>8,>64
590.14439,Ground Turkey,2007,Albany,NY,SRR2533329,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,>256,4,>16,2,64,<=4,1,NA
590.1444,Chicken Breast,2008,Enteritidis,MN,SRR2670691,<=1,<=1,<=0.25,NA,8,0.03,<=0.12,64,2,<=0.25,4,NA,<=4,1,NA
590.14441,Ground Turkey,2013,Litchfield,MN,SRR2567017,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,32,2,0.5,4,NA,<=4,0.5,<=8
590.14442,Ground Turkey,2002,Heidelberg,CT,SRR1198962,>32,>32,8,NA,8,<=0.01,0.25,NA,>16,>16,4,>64,>32,>8,NA
590.14443000000006,Ground Turkey,2008,"IIIa 18:z4,z23:-",CO,SRR3242365,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,32,2,<=0.25,2,NA,<=4,1,NA
590.14444,Ground Turkey,2016,Senftenberg,NM,SRR3933025,16,>32,<=0.25,2,8,0.03,0.5,>256,8,>16,4,>64,>32,1,NA
590.14445,Chicken Breast,2013,Mbandaka,CA,SRR3664884,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,64,4,2,2,NA,>32,1,<=8
590.14446,Ground Turkey,2009,Saintpaul,GA,SRR3173699,16,>32,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,>32,1,NA
590.14447,Chicken Wings,2011,Typhimurium,NM,SRR3665211,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,32,2,0.5,4,NA,<=4,1,<=8
590.14448,Chicken Breast,2009,Heidelberg,CA,SRR3096098,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,32,2,1,4,NA,<=4,1,NA
590.14449,Dairy Cattle,2014,Newport,UT,SRR3295778,>32,>32,32,4,>32,<=0.015,<=0.125,>256,>32,0.5,2,>64,>32,>8,NA
590.1445,Chicken breast,2016,Muenster,NM,SRR3933026,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,4,0.5,4,8,<=4,1,NA
590.14451,Ground Turkey,2008,Hadar,NY,SRR2670692,<=1,<=1,<=0.25,NA,8,<=0.01,0.25,>256,4,>16,2,>64,<=4,1,NA
590.14452000000006,Ground Turkey,2012,Kentucky,CA,SRR3664885,<=1,<=1,<=0.25,2,4,<=0.015,<=0.12,32,4,0.5,4,8,<=4,1,NA
590.14453,Ground Turkey,2005,Agona,NY,SRR1544207,8,>32,<=0.25,NA,8,<=0.01,<=0.12,>256,2,16,4,NA,>32,1,NA
590.14454,Ground Turkey,2009,"IIIa 18:z4,z23:-",CA,SRR3096100,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,<=16,2,0.5,4,NA,<=4,0.5,NA
590.14455,Chicken Breast,2007,Heidelberg,OR,SRR2533330,<=1,<=1,<=0.25,NA,8,<=0.01,>4,>256,2,8,4,64,<=4,1,NA
590.14456,Ground Turkey,2006,Berta,GA,SRR1849399,8,>32,<=0.25,NA,4,<=0.01,<=0.12,>256,2,>16,2,64,<=4,1,NA
590.14457,Ground Turkey,2004,Hadar,CA,SRR1664688,<=1,2,<=0.25,NA,8,<=0.01,<=0.12,NA,2,16,4,>64,>32,0.5,NA
590.14458,Chicken Breast,2013,Montevideo,CO,SRR3664886,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,<=16,2,1,4,NA,<=4,0.5,<=8
590.14459,Ground Turkey,2013,Litchfield,MN,SRR2567018,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,64,2,0.5,4,NA,<=4,1,<=8
590.1446,Ground Turkey,2002,Kentucky,MN,SRR1198972,>32,>32,8,NA,4,<=0.01,<=0.12,NA,>16,0.5,4,NA,<=4,>8,NA
590.14461,Chicken Breast,2016,Enteritidis,NM,SRR3933027,<=1,<=1,<=0.25,2,8,<=0.015,<=0.12,32,2,<=0.25,4,<=2,<=4,1,NA
590.14463,Ground Turkey,2007,Hadar,MN,SRR2102393,8,>32,<=0.25,NA,4,<=0.01,0.25,>256,4,>16,2,>64,>32,1,NA
590.14464,Ground Turkey,2010,Heidelberg,PA,SRR3271840,8,>32,<=0.25,NA,8,<=0.01,<=0.12,32,2,>16,4,NA,>32,1,NA
590.14465,Hogs,2014,Infantis,NC,SRR3295779,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,2,8,>32,1,NA
590.14466,Chicken Breast,2013,Enteritidis,MN,SRR2567019,<=1,2,<=0.25,4,8,0.03,<=0.12,32,2,0.5,4,NA,<=4,1,<=8
590.14467,Chicken Breast,2007,Heidelberg,OR,SRR2533331,<=1,<=1,<=0.25,NA,8,<=0.01,>4,>256,2,8,4,NA,<=4,1,NA
590.14468,Chicken Breast,2006,Heidelberg,GA,SRR1849405,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,>256,2,>16,4,>64,<=4,1,NA
590.14469,Chicken Breast,2016,Enteritidis,NM,SRR3933028,<=1,2,<=0.25,2,8,<=0.015,<=0.12,32,2,0.5,4,<=2,<=4,1,NA
590.14471,Ground Turkey,2009,Saintpaul,GA,SRR3173700,16,>32,<=0.25,NA,8,<=0.01,<=0.12,64,2,0.5,4,NA,>32,1,NA
590.14472,Ground Beef,2004,Newport,OR,SRR1544208,>32,>32,32,NA,>32,<=0.01,>4,>256,>32,<=0.25,2,>64,>32,>8,NA
590.14473,Ground Turkey,2008,Derby,MN,SRR2670693,<=1,<=1,<=0.25,NA,8,<=0.01,0.25,>256,4,>16,4,64,>32,1,NA
590.14474,Chicken Breast,2013,Thompson,CO,SRR3664887,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,64,2,0.5,2,NA,<=4,0.5,<=8
590.14475,Ground Turkey,2003,Saintpaul,MD,SRR1695774,<=1,2,<=0.25,NA,8,<=0.01,<=0.12,NA,2,0.5,4,NA,<=4,0.5,NA
590.14476,Chicken Breast,2006,Kentucky,NY,SRR2102404,>32,>32,16,NA,4,<=0.01,<=0.12,64,32,<=0.25,2,NA,>32,>8,NA
590.14477,Ground Turkey,2013,Enteritidis,MN,SRR2567020,<=1,2,<=0.25,4,8,0.03,<=0.12,32,2,0.5,4,NA,<=4,1,<=8
590.14478,Pork Chop,2007,Heidelberg,OR,SRR2533332,<=1,<=1,<=0.25,NA,8,<=0.01,>4,>256,2,16,4,NA,<=4,1,NA
590.14479,Ground Turkey,2006,Agona,GA,SRR1849406,<=1,<=1,<=0.25,NA,8,<=0.01,0.25,>256,4,>16,4,>64,>32,1,NA
590.1448,Hogs,2014,Anatum,NC,SRR3295780,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,8,>32,1,NA
590.14481,Chicken Breast,2009,Kentucky,PA,SRR3271881,<=1,<=1,<=0.25,NA,8,<=0.01,<=0.12,64,4,0.5,2,64,>32,1,NA
590.14482,Chicken Breast,2003,Saintpaul,MD,SRR1698180,<=1,2,<=0.25,NA,8,<=0.01,<=0.12,NA,2,<=0.25,4,NA,<=4,1,NA
590.14483,Ground Turkey,2016,Schwarzengrund,NM,SRR3933029,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,2,4,4,8,>32,1,NA
590.14484,Chicken Breast,2006,Kentucky,GA,SRR1849407,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,64,2,0.5,2,>64,>32,0.5,NA
590.14485,Ground Turkey,2003,Hadar,GA,SRR1200747,<=1,2,<=0.25,NA,4,<=0.01,<=0.12,NA,2,0.5,4,NA,<=4,0.5,NA
590.14486,Chicken Breast,2011,Infantis,NM,SRR3665214,<=1,<=1,<=0.25,4,8,<=0.015,<=0.12,32,4,0.5,4,NA,<=4,1,<=8
590.14487,Ground Turkey,2009,"IIIa 18:z4,z23:-",CA,SRR3096101,<=1,<=1,<=0.25,NA,4,<=0.01,<=0.12,32,2,<=0.25,2,NA,<=4,0.5,NA
590.14488,Pork Chop,2007,Heidelberg,OR,SRR2533333,<=1,<=1,<=0.25,NA,8,<=0.01,>4,>256,2,>16,4,NA,<=4,1,NA
590.14489,Young Chicken,2014,Typhimurium,DE,SRR3295781,32,>32,8,2,8,<=0.015,0.25,>256,16,0.5,2,4,>32,>8,NA
590.1449,Chicken Breast,2013,Newport,CO,SRR3664888,<=1,<=1,<=0.25,4,4,<=0.015,<=0.12,64,2,0.5,2,NA,<=4,1,<=8
590.14491,Ground Turkey,2016,Heidelberg,NY,SRR3933030,2,<=1,<=0.25,4,8,<=0.015,<=0.12,>256,2,>16,4,>64,<=4,1,NA
