Run,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,STRAIN,Submitter_Id,ShortName,NAME,Azithromycin,Ceftriaxone,Cefixime,Ciprofloxacin,Penicillin,Sulfonamides,Spectinomycin,Tetracycline
ERR1560951,Neisseria gonorrhoeae,WGS,BioProject23,250,720004500,PRJEB9227,SAMEA3485741,135320291,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-09,2016-08-09,2018-11-16,2018-03-09,ERX1631707,SAMEA3485741,SC,Wellcome Sanger Institute,2016-08-09T13:55:33Z,2018-03-09T13:26:53Z,public,Illumina HiSeq 2000,14687939,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3485741,FR13_056-sc-2287952,ERP010312,FR13_056,FR13_056-sc-2287952,FR13_056,ECDC_FR13_056,0,0,0,1,1,1,0,1
ERR1560952,Neisseria gonorrhoeae,WGS,BioProject23,250,764336250,PRJEB9227,SAMEA3485742,131753779,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-09,2016-08-09,2018-11-16,2018-03-09,ERX1631708,SAMEA3485742,SC,Wellcome Sanger Institute,2016-08-09T13:55:33Z,2018-03-09T13:27:04Z,public,Illumina HiSeq 2000,14687856,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3485742,FR13_057-sc-2287953,ERP010312,FR13_057,FR13_057-sc-2287953,FR13_057,ECDC_FR13_057,0,0,0,0,1,1,0,1
ERR1560953,Neisseria gonorrhoeae,WGS,BioProject23,250,652019250,PRJEB9227,SAMEA3485744,127875066,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-09,2016-08-09,2018-11-16,2018-03-09,ERX1631709,SAMEA3485744,SC,Wellcome Sanger Institute,2016-08-09T13:55:33Z,2018-03-09T13:26:36Z,public,Illumina HiSeq 2000,14687868,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3485744,FR13_059-sc-2287955,ERP010312,FR13_059,FR13_059-sc-2287955,FR13_059,ECDC_FR13_059,0,0,0,1,1,1,0,1
ERR1549677,Neisseria gonorrhoeae,WGS,BioProject23,250,847355250,PRJEB9227,SAMEA3468085,177185614,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620447,SAMEA3468085,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629805,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468085,GE13_056-sc-2287485,ERP010312,GE13-056,GE13_056-sc-2287485,GE13_056,ECDC_GE13_056,0,0,0,0,1,1,0,1
ERR1549678,Neisseria gonorrhoeae,WGS,BioProject23,250,787578750,PRJEB9227,SAMEA3468087,158458489,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620448,SAMEA3468087,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:52Z,public,Illumina HiSeq 2000,14629829,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468087,GE13_058-sc-2287487,ERP010312,GE13-058,GE13_058-sc-2287487,GE13_058,ECDC_GE13_058,0,0,1,1,1,1,0,1
ERR1549679,Neisseria gonorrhoeae,WGS,BioProject23,250,723404000,PRJEB9227,SAMEA3468089,146061981,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620449,SAMEA3468089,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:14:00Z,public,Illumina HiSeq 2000,14629853,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468089,GE13_062-sc-2287489,ERP010312,GE13-062,GE13_062-sc-2287489,GE13_062,ECDC_GE13_062,0,0,1,1,1,1,0,1
ERR1549680,Neisseria gonorrhoeae,WGS,BioProject23,250,678068750,PRJEB9227,SAMEA3468090,136403877,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620450,SAMEA3468090,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:01Z,public,Illumina HiSeq 2000,14629865,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468090,GE13_063-sc-2287490,ERP010312,GE13-063,GE13_063-sc-2287490,GE13_063,ECDC_GE13_063,0,0,0,0,0,0,0,0
ERR1549681,Neisseria gonorrhoeae,WGS,BioProject23,250,628690750,PRJEB9227,SAMEA3468091,133584659,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620451,SAMEA3468091,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629877,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468091,GE13_064-sc-2287491,ERP010312,GE13-064,GE13_064-sc-2287491,GE13_064,ECDC_GE13_064,0,0,1,1,1,1,0,1
ERR1549682,Neisseria gonorrhoeae,WGS,BioProject23,250,681745750,PRJEB9227,SAMEA3468092,131033863,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620452,SAMEA3468092,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629889,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468092,GE13_065-sc-2287492,ERP010312,GE13-065,GE13_065-sc-2287492,GE13_065,ECDC_GE13_065,0,0,0,0,1,1,0,1
ERR1549683,Neisseria gonorrhoeae,WGS,BioProject23,250,853902000,PRJEB9227,SAMEA3468093,167550258,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620453,SAMEA3468093,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:52Z,public,Illumina HiSeq 2000,14629806,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468093,GE13_066-sc-2287493,ERP010312,GE13-066,GE13_066-sc-2287493,GE13_066,ECDC_GE13_066,0,0,1,1,1,1,0,1
ERR1549684,Neisseria gonorrhoeae,WGS,BioProject23,250,786220750,PRJEB9227,SAMEA3468094,156628971,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620454,SAMEA3468094,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:15:42Z,public,Illumina HiSeq 2000,14629818,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468094,GE13_067-sc-2287494,ERP010312,GE13-067,GE13_067-sc-2287494,GE13_067,ECDC_GE13_067,0,0,1,1,1,1,0,1
ERR1549685,Neisseria gonorrhoeae,WGS,BioProject23,250,869762250,PRJEB9227,SAMEA3468095,174044513,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620455,SAMEA3468095,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:14:01Z,public,Illumina HiSeq 2000,14629830,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468095,GE13_068-sc-2287495,ERP010312,GE13-068,GE13_068-sc-2287495,GE13_068,ECDC_GE13_068,0,0,0,1,1,1,0,1
ERR1549686,Neisseria gonorrhoeae,WGS,BioProject23,250,765274000,PRJEB9227,SAMEA3468097,156566441,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620456,SAMEA3468097,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629854,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468097,GE13_072-sc-2287497,ERP010312,GE13-072,GE13_072-sc-2287497,GE13_072,ECDC_GE13_072,0,0,0,0,1,1,0,1
ERR1549687,Neisseria gonorrhoeae,WGS,BioProject23,250,637240250,PRJEB9227,SAMEA3468098,126862658,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620457,SAMEA3468098,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629866,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468098,GE13_073-sc-2287498,ERP010312,GE13-073,GE13_073-sc-2287498,GE13_073,ECDC_GE13_073,0,0,1,1,1,1,0,1
ERR1549688,Neisseria gonorrhoeae,WGS,BioProject23,250,607905250,PRJEB9227,SAMEA3468099,121929927,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620458,SAMEA3468099,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:53Z,public,Illumina HiSeq 2000,14629878,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468099,GE13_074-sc-2287499,ERP010312,GE13-074,GE13_074-sc-2287499,GE13_074,ECDC_GE13_074,0,0,0,1,1,1,0,1
ERR1549689,Neisseria gonorrhoeae,WGS,BioProject23,250,658517000,PRJEB9227,SAMEA3468100,132088463,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620459,SAMEA3468100,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:15:42Z,public,Illumina HiSeq 2000,14629890,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468100,GE13_075-sc-2287500,ERP010312,GE13-075,GE13_075-sc-2287500,GE13_075,ECDC_GE13_075,0,0,1,1,1,1,0,1
ERR1549690,Neisseria gonorrhoeae,WGS,BioProject23,250,909325250,PRJEB9227,SAMEA3468101,177144217,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620460,SAMEA3468101,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:13:56Z,public,Illumina HiSeq 2000,14629807,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468101,GE13_076-sc-2287501,ERP010312,GE13-076,GE13_076-sc-2287501,GE13_076,ECDC_GE13_076,0,0,0,1,1,1,0,1
ERR1549691,Neisseria gonorrhoeae,WGS,BioProject23,250,850057500,PRJEB9227,SAMEA3468102,163315555,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620461,SAMEA3468102,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:01Z,public,Illumina HiSeq 2000,14629819,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468102,GE13_077-sc-2287502,ERP010312,GE13-077,GE13_077-sc-2287502,GE13_077,ECDC_GE13_077,0,0,0,1,1,1,0,1
ERR1549692,Neisseria gonorrhoeae,WGS,BioProject23,250,816121500,PRJEB9227,SAMEA3468103,162205581,THE WELLCOME TRUST SANGER INSTITUTE,public,cram,ena,ena,2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620462,SAMEA3468103,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629831,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468103,GE13_078-sc-2287503,ERP010312,GE13-078,GE13_078-sc-2287503,GE13_078,ECDC_GE13_078,0,0,0,1,1,1,0,1
ERR1549693,Neisseria gonorrhoeae,WGS,BioProject23,250,815622750,PRJEB9227,SAMEA3468105,162619961,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620463,SAMEA3468105,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:53Z,public,Illumina HiSeq 2000,14629855,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468105,GE13_080-sc-2287505,ERP010312,GE13-080,GE13_080-sc-2287505,GE13_080,ECDC_GE13_080,0,0,0,1,1,1,0,1
ERR1549694,Neisseria gonorrhoeae,WGS,BioProject23,250,633786750,PRJEB9227,SAMEA3468107,126977724,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620464,SAMEA3468107,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:14:01Z,public,Illumina HiSeq 2000,14629879,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468107,GE13_082-sc-2287507,ERP010312,GE13-082,GE13_082-sc-2287507,GE13_082,ECDC_GE13_082,0,0,0,1,1,1,0,1
ERR1549695,Neisseria gonorrhoeae,WGS,BioProject23,250,660451750,PRJEB9227,SAMEA3468108,125297107,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620465,SAMEA3468108,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:01Z,public,Illumina HiSeq 2000,14629891,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468108,GE13_083-sc-2287508,ERP010312,GE13-083,GE13_083-sc-2287508,GE13_083,ECDC_GE13_083,0,0,0,1,1,1,0,1
ERR1549696,Neisseria gonorrhoeae,WGS,BioProject23,250,900874250,PRJEB9227,SAMEA3468109,167877801,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620466,SAMEA3468109,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629808,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468109,GE13_084-sc-2287509,ERP010312,GE13-084,GE13_084-sc-2287509,GE13_084,ECDC_GE13_084,0,0,0,0,1,1,0,1
ERR1549697,Neisseria gonorrhoeae,WGS,BioProject23,250,753130750,PRJEB9227,SAMEA3468110,142560525,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620467,SAMEA3468110,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629820,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468110,GE13_085-sc-2287510,ERP010312,GE13-085,GE13_085-sc-2287510,GE13_085,ECDC_GE13_085,0,0,1,1,1,1,0,1
ERR1549698,Neisseria gonorrhoeae,WGS,BioProject23,250,832795250,PRJEB9227,SAMEA3468111,159649985,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620468,SAMEA3468111,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:56Z,public,Illumina HiSeq 2000,14629832,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468111,GE13_086-sc-2287511,ERP010312,GE13-086,GE13_086-sc-2287511,GE13_086,ECDC_GE13_086,0,0,0,0,1,1,0,1
ERR1549699,Neisseria gonorrhoeae,WGS,BioProject23,250,856602000,PRJEB9227,SAMEA3468113,173282076,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620469,SAMEA3468113,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:13:56Z,public,Illumina HiSeq 2000,14629856,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468113,GE13_088-sc-2287513,ERP010312,GE13-088,GE13_088-sc-2287513,GE13_088,ECDC_GE13_088,0,0,0,1,1,1,0,1
ERR1549700,Neisseria gonorrhoeae,WGS,BioProject23,250,684393750,PRJEB9227,SAMEA3468115,129763600,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620470,SAMEA3468115,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:01Z,public,Illumina HiSeq 2000,14629868,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468115,GE13_089-sc-2287515,ERP010312,GE13-089,GE13_089-sc-2287515,GE13_089,ECDC_GE13_089,0,0,0,0,1,1,0,1
ERR1549701,Neisseria gonorrhoeae,WGS,BioProject23,250,640739250,PRJEB9227,SAMEA3468117,130144204,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620471,SAMEA3468117,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:22:56Z,public,Illumina HiSeq 2000,14629880,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468117,GE13_090-sc-2287517,ERP010312,GE13-090,GE13_090-sc-2287517,GE13_090,ECDC_GE13_090,0,0,0,0,0,0,0,1
ERR1549702,Neisseria gonorrhoeae,WGS,BioProject23,250,674840000,PRJEB9227,SAMEA3468118,137897370,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620472,SAMEA3468118,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:15:46Z,public,Illumina HiSeq 2000,14629892,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468118,GE13_092-sc-2287518,ERP010312,GE13-092,GE13_092-sc-2287518,GE13_092,ECDC_GE13_092,0,0,0,1,1,1,0,1
ERR1549703,Neisseria gonorrhoeae,WGS,BioProject23,250,863791250,PRJEB9227,SAMEA3468120,162151367,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620473,SAMEA3468120,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629809,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468120,GE13_093-sc-2287520,ERP010312,GE13-093,GE13_093-sc-2287520,GE13_093,ECDC_GE13_093,0,0,0,0,1,0,0,0
ERR1549704,Neisseria gonorrhoeae,WGS,BioProject23,250,867470750,PRJEB9227,SAMEA3468122,169003686,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620474,SAMEA3468122,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:05Z,public,Illumina HiSeq 2000,14629821,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468122,GE13_094-sc-2287522,ERP010312,GE13-094,GE13_094-sc-2287522,GE13_094,ECDC_GE13_094,0,0,0,0,1,0,0,1
ERR1549705,Neisseria gonorrhoeae,WGS,BioProject23,250,817111250,PRJEB9227,SAMEA3468124,156329663,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620475,SAMEA3468124,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:05Z,public,Illumina HiSeq 2000,14629833,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468124,GE13_095-sc-2287524,ERP010312,GE13-095,GE13_095-sc-2287524,GE13_095,ECDC_GE13_095,0,0,0,0,1,0,0,0
ERR1549706,Neisseria gonorrhoeae,WGS,BioProject23,250,879163250,PRJEB9227,SAMEA3468128,173327580,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620476,SAMEA3468128,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629857,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468128,GE13_098-sc-2287528,ERP010312,GE13-098,GE13_098-sc-2287528,GE13_098,ECDC_GE13_098,0,0,1,1,1,1,0,1
ERR1549707,Neisseria gonorrhoeae,WGS,BioProject23,250,760371750,PRJEB9227,SAMEA3468131,150423171,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620477,SAMEA3468131,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:18:27Z,public,Illumina HiSeq 2000,14629869,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468131,GE13_099-sc-2287531,ERP010312,GE13-099,GE13_099-sc-2287531,GE13_099,ECDC_GE13_099,0,0,0,0,0,0,0,0
ERR1549708,Neisseria gonorrhoeae,WGS,BioProject23,250,670206250,PRJEB9227,SAMEA3468132,125149755,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620478,SAMEA3468132,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:06Z,public,Illumina HiSeq 2000,14629881,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468132,GE13_100-sc-2287532,ERP010312,GE13-100,GE13_100-sc-2287532,GE13_100,ECDC_GE13_100,0,0,0,0,1,1,0,1
ERR1549709,Neisseria gonorrhoeae,WGS,BioProject23,250,777068500,PRJEB9227,SAMEA3468134,155922786,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620479,SAMEA3468134,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:16:52Z,public,Illumina HiSeq 2000,14629893,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468134,GE13_102-sc-2287534,ERP010312,GE13-102,GE13_102-sc-2287534,GE13_102,ECDC_GE13_102,0,0,0,0,0,0,0,1
ERR1549710,Neisseria gonorrhoeae,WGS,BioProject23,250,874969500,PRJEB9227,SAMEA3468137,164330298,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620480,SAMEA3468137,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:17:45Z,public,Illumina HiSeq 2000,14629810,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468137,GE13_104-sc-2287537,ERP010312,GE13-104,GE13_104-sc-2287537,GE13_104,ECDC_GE13_104,0,0,0,0,1,1,0,1
ERR1549711,Neisseria gonorrhoeae,WGS,BioProject23,250,804559500,PRJEB9227,SAMEA3468139,154444762,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-27,2016-07-26,2018-11-16,2018-03-09,ERX1620481,SAMEA3468139,SC,Wellcome Sanger Institute,2016-07-26T19:52:17Z,2018-03-09T10:23:15Z,public,Illumina HiSeq 2000,14629822,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-28T00:00:00Z,SAMEA3468139,GE13_105-sc-2287539,ERP010312,GE13-105,GE13_105-sc-2287539,GE13_105,ECDC_GE13_105,0,0,0,1,1,1,0,1
