Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,host_tissue_sampled,Host_disease,collected_by,Lat_Lon,Clinical_isolate_IDs,Actual_MICs,CountryOfOrigin,Host
NSSO00000000,NA,NA,NA,PRJNA325248,SAMN07424093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,0.25,Tunisia,Human
NSSB00000000,NA,NA,NA,PRJNA325248,SAMN07424106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,2(R),Australia,Human
NSRY00000000,NA,NA,NA,PRJNA325248,SAMN07424109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,2(R),Australia,Human
NSRX00000000,NA,NA,NA,PRJNA325248,SAMN07424110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,2(R),Australia,Human
NSRW00000000,NA,NA,NA,PRJNA325248,SAMN07424111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954,4(R),Australia,Human
NSRS00000000,NA,NA,NA,PRJNA325248,SAMN07424115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,4(R),Australia,Human
NSRR00000000,NA,NA,NA,PRJNA325248,SAMN07424116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,0.25(S),Australia,Human
NSQM00000000,NA,NA,NA,PRJNA325248,SAMN07424147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,4,United Kingdom,Human
NSQD00000000,NA,NA,NA,PRJNA325248,SAMN07424156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074,1(I),United Kingdom,Human
RXCN00000000,NA,NA,NA,PRJNA325248,SAMN10478490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,0.125,Thailand,Human
NSPP00000000,NA,NA,NA,PRJNA325248,SAMN07424170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,>4,Thailand,Human
NSPN00000000,NA,NA,NA,PRJNA325248,SAMN07424172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124,>4,Thailand,Human
RXCI00000000,NA,NA,NA,PRJNA325248,SAMN10478495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,>4,Thailand,Human
NSPL00000000,NA,NA,NA,PRJNA325248,SAMN07424174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,4,Thailand,Human
NSPH00000000,NA,NA,NA,PRJNA325248,SAMN07424178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,4,Thailand,Human
NSOR00000000,NA,NA,NA,PRJNA325248,SAMN07424194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,4(R),USA,Human
NSOQ00000000,NA,NA,NA,PRJNA325248,SAMN07424195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,4,USA,Human
NSOP00000000,NA,NA,NA,PRJNA325248,SAMN07424196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184,4,USA,Human
NSOB00000000,NA,NA,NA,PRJNA325248,SAMN07424210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,>4,Brazil,Human
NSOA00000000,NA,NA,NA,PRJNA325248,SAMN07424211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242,>4,Brazil,Human
NSNZ00000000,NA,NA,NA,PRJNA325248,SAMN07424212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,>4,Brazil,Human
NSNY00000000,NA,NA,NA,PRJNA325248,SAMN07424213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,>4,Brazil,Human
NSNX00000000,NA,NA,NA,PRJNA325248,SAMN07424214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,>4,Brazil,Human
MCMD00000000,NA,NA,NA,PRJNA325248,SAMN05226626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,4,France,Human
NSND00000000,NA,NA,NA,PRJNA325248,SAMN07424234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,0.125(S),United Kingdom,Human
RWMM00000000,NA,NA,NA,PRJNA325248,SAMN10478371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,1.25(I),Canada,Human
MAUS00000000,NA,NA,NA,PRJNA326244,SAMN05272426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,0.25,Italy,Human
MAZG00000000,NA,NA,NA,PRJNA326244,SAMN05272428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532,2(R),Italy,Human
MAZI00000000,NA,NA,NA,PRJNA326244,SAMN05272429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,0.5,Italy,Human
MAZH00000000,NA,NA,NA,PRJNA326244,SAMN05272430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,2(R),Italy,Human
MAKL00000000,NA,NA,NA,PRJNA326244,SAMN05272431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,0.25,Italy,Human
MAZJ00000000,NA,NA,NA,PRJNA326244,SAMN05272432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,0.25,Italy,Human
MAZK00000000,NA,NA,NA,PRJNA326244,SAMN05272433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537,0.5,Italy,Human
MAKM00000000,NA,NA,NA,PRJNA326244,SAMN05272434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,0.5,Italy,Human
MAZL00000000,NA,NA,NA,PRJNA326244,SAMN05272435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539,0.25,Italy,Human
MAZM00000000,NA,NA,NA,PRJNA326244,SAMN05272436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,0.5,Italy,Human
MAZN00000000,NA,NA,NA,PRJNA326244,SAMN05272437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,0.12,Italy,Human
MAZO00000000,NA,NA,NA,PRJNA326244,SAMN05272438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542,0.25,Italy,Human
MAZP00000000,NA,NA,NA,PRJNA326244,SAMN05272439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,2(R),Italy,Human
MAZQ00000000,NA,NA,NA,PRJNA326244,SAMN05272440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,2(R),Italy,Human
MAZR00000000,NA,NA,NA,PRJNA326244,SAMN05272441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,2(R),Italy,Human
MAZS00000000,NA,NA,NA,PRJNA326244,SAMN05272442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,2(R),Italy,Human
MAZT00000000,NA,NA,NA,PRJNA326244,SAMN05272443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547,2(R),Italy,Human
MAZU00000000,NA,NA,NA,PRJNA326244,SAMN05272444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,2(R),Italy,Human
MAZV00000000,NA,NA,NA,PRJNA326244,SAMN05272445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,2(R),Italy,Human
MAZW00000000,NA,NA,NA,PRJNA326244,SAMN05272446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,1(I),Italy,Human
MAZX00000000,NA,NA,NA,PRJNA326244,SAMN05272447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551,2(R),Italy,Human
MAZF00000000,NA,NA,NA,PRJNA326244,SAMN05272449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,2(R),Italy,Human
MAZE00000000,NA,NA,NA,PRJNA326244,SAMN05272450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,2(R),Italy,Human
MAKK00000000,NA,NA,NA,PRJNA326244,SAMN05272451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,2(R),Italy,Human
MBMJ00000000,NA,NA,NA,PRJNA326244,SAMN05272453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557,2(R),Italy,Human
MBMK00000000,NA,NA,NA,PRJNA326244,SAMN05272454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558,2(R),Italy,Human
MBML00000000,NA,NA,NA,PRJNA326244,SAMN05272455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,2(R),Italy,Human
MBMM00000000,NA,NA,NA,PRJNA326244,SAMN05272456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,2(R),Italy,Human
MBMN00000000,NA,NA,NA,PRJNA326244,SAMN05272457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,2(R),Italy,Human
MBMO00000000,NA,NA,NA,PRJNA326244,SAMN05272458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562,2(R),Italy,Human
MBMP00000000,NA,NA,NA,PRJNA326244,SAMN05272459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563,2(R),Italy,Human
MBMQ00000000,NA,NA,NA,PRJNA326244,SAMN05272460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564,1(I),Italy,Human
MBMR00000000,NA,NA,NA,PRJNA326244,SAMN05272461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,2(R),Italy,Human
MVGV00000000,NA,NA,NA,PRJNA325248,SAMN06320145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,1(I),NA,Human
MVGW00000000,NA,NA,NA,PRJNA325248,SAMN06320146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,1(I),NA,Human
MVGX00000000,NA,NA,NA,PRJNA325248,SAMN06320147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,0.25,NA,Human
MVGY00000000,NA,NA,NA,PRJNA325248,SAMN06320148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,0.25,NA,Human
MVGZ00000000,NA,NA,NA,PRJNA325248,SAMN06320149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,0.25,NA,Human
MVHA00000000,NA,NA,NA,PRJNA325248,SAMN06320150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,0.25,NA,Human
MVHB00000000,NA,NA,NA,PRJNA325248,SAMN06320151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582,2(R),NA,Human
RWLN00000000,NA,NA,NA,PRJNA325248,SAMN10478396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,2(R),Canada,Human
RWLJ00000000,NA,NA,NA,PRJNA325248,SAMN10478400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,2(R),Canada,Human
RWLA00000000,NA,NA,NA,PRJNA325248,SAMN10478409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,1(I),Canada,Human
