isolate_id,taxon_name,sample_name,AMC,AMI,AMP,AMS,AMX,AZT,CAZ,CEP,CFZ,CHL,CIP,CL,CLI,CRO,CTX,CXM,DOR,DOX,ERP,ERY,FA,FEP,FOX,GEN,IMI,KAN,LEV,MET,MIN,MRP,NAL,NIT,NMN,OFL,OXA,PEN,PTZ,RIF,SIZ,SPT,STR,SXT,TCC,TET,TGC,TMP,TOB,study_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp
126956,Acinetobacter baumannii,SAMN04446450,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,PRJNA300270,SRS1267445,SRX1550787,SRR3131156,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131156/SRR3131156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131156/SRR3131156_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/006/SRR3131156
126957,Acinetobacter baumannii,SAMN04446451,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,NA,I,PRJNA300270,SRS1267442,SRX1550790,SRR3131157,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131157/SRR3131157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131157/SRR3131157_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/007/SRR3131157
126958,Acinetobacter baumannii,SAMN04446452,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,I,PRJNA300270,SRS1267441,SRX1550791,SRR3131158,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131158/SRR3131158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131158/SRR3131158_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/008/SRR3131158
126959,Acinetobacter baumannii,SAMN04446453,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,I,PRJNA300270,SRS1267461,SRX1550792,SRR3131159,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131159/SRR3131159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131159/SRR3131159_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/009/SRR3131159
126960,Acinetobacter baumannii,SAMN04446456,NA,I,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,I,PRJNA300270,SRS1267458,SRX1550795,SRR3131162,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131162/SRR3131162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131162/SRR3131162_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/002/SRR3131162
126961,Acinetobacter baumannii,SAMN04446457,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,I,PRJNA300270,SRS1267457,SRX1550796,SRR3131163,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131163/SRR3131163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131163/SRR3131163_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/003/SRR3131163
126962,Acinetobacter baumannii,SAMN04446458,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,I,PRJNA300270,SRS1267456,SRX1550797,SRR3131164,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3131164/SRR3131164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3131164/SRR3131164_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/004/SRR3131164
126963,Acinetobacter baumannii,SAMN04446459,NA,NA,NA,S,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,R,NA,NA,I,PRJNA300270,SRS1267455,SRX1550798,SRR3131165,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131165/SRR3131165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131165/SRR3131165_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/005/SRR3131165
126964,Acinetobacter baumannii,SAMN04446460,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,NA,PRJNA300270,SRS1267454,SRX1550799,SRR3131166,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131166/SRR3131166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131166/SRR3131166_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/006/SRR3131166
126965,Acinetobacter baumannii,SAMN04446461,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,I,PRJNA300270,SRS1267453,SRX1550800,SRR3131167,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131167/SRR3131167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131167/SRR3131167_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/007/SRR3131167
126966,Acinetobacter baumannii,SAMN04446462,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,NA,PRJNA300270,SRS1267452,SRX1550801,SRR3131168,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131168/SRR3131168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131168/SRR3131168_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/008/SRR3131168
126967,Acinetobacter baumannii,SAMN04446463,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,PRJNA300270,SRS1267451,SRX1550802,SRR3131169,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131169/SRR3131169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131169/SRR3131169_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/009/SRR3131169
126968,Acinetobacter baumannii,SAMN04446464,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,I,PRJNA300270,SRS1267450,SRX1550803,SRR3131170,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131170/SRR3131170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131170/SRR3131170_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/000/SRR3131170
126969,Acinetobacter baumannii,SAMN04446465,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,NA,PRJNA300270,SRS1267449,SRX1550804,SRR3131171,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131171/SRR3131171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131171/SRR3131171_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/001/SRR3131171
126970,Acinetobacter baumannii,SAMN04446466,NA,I,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,PRJNA300270,SRS1267465,SRX1550805,SRR3131172,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131172/SRR3131172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131172/SRR3131172_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/002/SRR3131172
126971,Acinetobacter baumannii,SAMN04446467,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,NA,PRJNA300270,SRS1267466,SRX1550806,SRR3131173,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131173/SRR3131173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131173/SRR3131173_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/003/SRR3131173
126972,Acinetobacter baumannii,SAMN04446468,NA,NA,NA,S,NA,R,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,I,PRJNA300270,SRS1267507,SRX1550841,SRR3131206,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131206/SRR3131206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131206/SRR3131206_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/006/SRR3131206
126973,Acinetobacter baumannii,SAMN04446469,NA,NA,NA,NA,NA,R,I,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA300270,SRS1267506,SRX1550842,SRR3131207,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131207/SRR3131207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131207/SRR3131207_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/007/SRR3131207
126974,Acinetobacter baumannii,SAMN04446470,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,S,NA,NA,NA,I,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,PRJNA300270,SRS1267505,SRX1550843,SRR3131208,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131208/SRR3131208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131208/SRR3131208_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/008/SRR3131208
126975,Acinetobacter baumannii,SAMN04446471,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,PRJNA300270,SRS1267504,SRX1550844,SRR3131209,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131209/SRR3131209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131209/SRR3131209_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/009/SRR3131209
126976,Acinetobacter baumannii,SAMN04446472,NA,NA,NA,NA,NA,R,I,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,I,PRJNA300270,SRS1267503,SRX1550845,SRR3131210,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131210/SRR3131210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131210/SRR3131210_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/000/SRR3131210
126977,Acinetobacter baumannii,SAMN04446473,NA,NA,NA,NA,NA,R,I,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,I,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,PRJNA300270,SRS1267501,SRX1550846,SRR3131211,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131211/SRR3131211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131211/SRR3131211_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/001/SRR3131211
126978,Acinetobacter baumannii,SAMN04446474,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,I,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,PRJNA300270,SRS1267500,SRX1550847,SRR3131212,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131212/SRR3131212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131212/SRR3131212_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/002/SRR3131212
126979,Acinetobacter baumannii,SAMN04446475,NA,NA,NA,NA,NA,R,I,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,PRJNA300270,SRS1267499,SRX1550848,SRR3131213,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131213/SRR3131213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131213/SRR3131213_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/003/SRR3131213
126980,Acinetobacter baumannii,SAMN04446477,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,PRJNA300270,SRS1267497,SRX1550851,SRR3131215,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131215/SRR3131215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131215/SRR3131215_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/005/SRR3131215
126981,Acinetobacter baumannii,SAMN04446520,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,NA,PRJNA300270,SRS1267515,SRX1550857,SRR3131216,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131216/SRR3131216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131216/SRR3131216_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/006/SRR3131216
126982,Acinetobacter baumannii,SAMN04446535,NA,NA,NA,I,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,R,NA,NA,I,PRJNA300270,SRS1267539,SRX1550881,SRR3131240,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131240/SRR3131240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131240/SRR3131240_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/000/SRR3131240
126983,Acinetobacter baumannii,SAMN04446538,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,PRJNA300270,SRS1267514,SRX1550858,SRR3131217,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131217/SRR3131217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131217/SRR3131217_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/007/SRR3131217
126984,Acinetobacter baumannii,SAMN04446540,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,PRJNA300270,SRS1267512,SRX1550860,SRR3131219,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131219/SRR3131219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131219/SRR3131219_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/009/SRR3131219
126985,Acinetobacter baumannii,SAMN04446541,NA,R,NA,I,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,NA,PRJNA300270,SRS1267529,SRX1550861,SRR3131220,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131220/SRR3131220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/000/SRR3131220/SRR3131220_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/000/SRR3131220
126986,Acinetobacter baumannii,SAMN04446542,NA,R,NA,I,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,S,NA,NA,PRJNA300270,SRS1267528,SRX1550862,SRR3131221,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131221/SRR3131221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3131221/SRR3131221_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/001/SRR3131221
126987,Acinetobacter baumannii,SAMN04446543,NA,R,NA,NA,NA,I,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,I,PRJNA300270,SRS1267527,SRX1550863,SRR3131222,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131222/SRR3131222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/002/SRR3131222/SRR3131222_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/002/SRR3131222
126988,Acinetobacter baumannii,SAMN04446544,NA,R,NA,NA,NA,I,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,I,PRJNA300270,SRS1267526,SRX1550864,SRR3131223,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131223/SRR3131223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3131223/SRR3131223_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/003/SRR3131223
126989,Acinetobacter baumannii,SAMN04446545,NA,R,NA,I,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,I,PRJNA300270,SRS1267525,SRX1550865,SRR3131224,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3131224/SRR3131224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/004/SRR3131224/SRR3131224_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/004/SRR3131224
126990,Acinetobacter baumannii,SAMN04446546,NA,R,NA,NA,NA,NA,I,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,I,PRJNA300270,SRS1267524,SRX1550866,SRR3131225,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131225/SRR3131225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3131225/SRR3131225_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/005/SRR3131225
126991,Acinetobacter baumannii,SAMN04446547,NA,R,NA,I,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA300270,SRS1267523,SRX1550867,SRR3131226,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131226/SRR3131226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/006/SRR3131226/SRR3131226_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/006/SRR3131226
126992,Acinetobacter baumannii,SAMN04446548,NA,R,NA,I,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,PRJNA300270,SRS1267522,SRX1550868,SRR3131227,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131227/SRR3131227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3131227/SRR3131227_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/007/SRR3131227
126993,Acinetobacter baumannii,SAMN04446549,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,I,NA,NA,PRJNA300270,SRS1267521,SRX1550869,SRR3131228,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131228/SRR3131228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/008/SRR3131228/SRR3131228_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/008/SRR3131228
126994,Acinetobacter baumannii,SAMN04446550,NA,R,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA300270,SRS1267520,SRX1550870,SRR3131229,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131229/SRR3131229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3131229/SRR3131229_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR313/009/SRR3131229
