labnumber,source,country,lineage,WGSlocation,SRA,Bioproject,phenotypicmethod,Agentsroutinelytestedinthis,Criticalconcentrations,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,Experiment,GENOTYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
597-10,MSF,Swaziland,S-type,Germany,ERR2200058 ERR552487,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601-10,MSF,Swaziland,X-type,Germany,ERR2200060 ERR2200061 ERR553328,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5148-09,MSF,Swaziland,Beijing,Germany,ERR2200010,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4716-09,MSF,Swaziland,LAM,Germany,ERR2199976,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569-09,MSF,Swaziland,Beijing,Germany,ERR553156 ERR553157,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5797-09,MSF,Swaziland,LAM,Germany,ERR551391,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4699-09,MSF,Swaziland,lineage4,Germany,ERR2199973,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4290-09,MSF,Swaziland,EAI,Germany,ERR2199940,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4259-09,MSF,Swaziland,LAM,Germany,ERR2199927,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4257-09,MSF,Swaziland,Beijing,Germany,ERR2199925,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179-09,MSF,Swaziland,EAI,Germany,ERR552495,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4249-09,MSF,Swaziland,Haarlem,Germany,ERR2199920,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4721-09,MSF,Swaziland,S-type,Germany,ERR553230,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5275-09,MSF,Swaziland,S-type,Germany,ERR2200022 ERR553221,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5273-09,MSF,Swaziland,Beijing,Germany,ERR2200021,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10114-09,MSF,Swaziland,lineage4,Germany,ERR551166,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119-10,MSF,Swaziland,X-type,Germany,ERR2199805 ERR552288,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4286-09,MSF,Swaziland,X-type,Germany,ERR2199939,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4271-09,MSF,Swaziland,LAM,Germany,ERR2199934,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6945-09,MSF,Swaziland,EAI,Germany,ERR2200095 ERR551920,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4709-09,MSF,Swaziland,S-type,Germany,ERR550741,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111-10,MSF,Swaziland,lineage4,Germany,ERR551953,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4297-09,MSF,Swaziland,EAI,Germany,ERR2199945,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6652-09,MSF,Swaziland,X-type,Germany,ERR552073,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210-10,MSF,Swaziland,S-type,Germany,ERR551488,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177-10,MSF,Swaziland,LAM,Germany,ERR2199842,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7703-09,MSF,Swaziland,S-type,Germany,ERR552149 ERR552150,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703-09,MSF,Swaziland,lineage4,Germany,ERR551289,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104-09,MSF,Swaziland,LAM,Germany,ERR550794,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4294-09,MSF,Swaziland,LAM,Germany,ERR2199943,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9081-09,MSF,Swaziland,S-type,Germany,ERR552986 ERR552987,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7699-09,MSF,Swaziland,Delhi,Germany,ERR2200105,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5743-09,MSF,Swaziland,Beijing,Germany,ERR2200044,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4335-09,MSF,Swaziland,X-type,Germany,ERR552108 ERR552109,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4250-09,MSF,Swaziland,X-type,Germany,ERR2199921,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5251-09,MSF,Swaziland,LAM,Germany,ERR553366,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6637-09,MSF,Swaziland,EAI,Germany,ERR550869,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4687-09,MSF,Swaziland,LAM,Germany,ERR2199968 ERR552695,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4291-09,MSF,Swaziland,LAM,Germany,ERR2199941,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107-09,MSF,Swaziland,S-type,Germany,ERR2200000,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7708-09,MSF,Swaziland,lineage4,Germany,ERR552780,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7712-09,MSF,Swaziland,lineage4,Germany,ERR551689,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5551-09,MSF,Swaziland,lineage4,Germany,ERR2200035,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9564-09,MSF,Swaziland,lineage4,Germany,ERR553001 ERR553002,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175-10,MSF,Swaziland,EAI,Germany,ERR551801,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4276-09,MSF,Swaziland,Beijing,Germany,ERR553324,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5748-09,MSF,Swaziland,EAI,Germany,ERR2200046 ERR2200047 ERR551329,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5537-09,MSF,Swaziland,lineage4,Germany,ERR2200030 ERR2200031 ERR551204,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6247-09,MSF,Swaziland,Beijing,Germany,ERR2200075 ERR550976,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10108-09,MSF,Swaziland,S-type,Germany,ERR2199747 ERR552823,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5076-09,MSF,Swaziland,S-type,Germany,ERR2199991,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11239-09,MSF,Swaziland,EAI,Germany,ERR553321,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5282-09,MSF,Swaziland,S-type,Germany,ERR2200024,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4333-09,MSF,Swaziland,EAI,Germany,ERR2199950,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6944-09,MSF,Swaziland,S-type,Germany,ERR2200094 ERR553242,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4295-09,MSF,Swaziland,lineage4,Germany,ERR2199944,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4287-09,MSF,Swaziland,Beijing,Germany,ERR619080,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023-09,MSF,Swaziland,S-type,Germany,ERR551014,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5746-09,MSF,Swaziland,lineage4,Germany,ERR2200045,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10504-09,MSF,Swaziland,lineage4,Germany,ERR552273,NA,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
