pubMLST id,Strain name,aliases,country,year,month,isolation date,received date,disease,source,epidemiology,species,penner,aspA,glnA,gltA,glyA,pgm,tkt,uncA,ST,clonal complex,arsP,acr3,23S_A2075G,50S_L22_A103V,aad9,aadE,aph(3')-IIIa,blaOXA,blaOXA-184,blaOXA-193,blaOXA-447,blaOXA-449,blaOXA-460,blaOXA-461,blaOXA-489,blaOXA-577,blaOXA-580,blaOXA-591,blaOXA-603,blaOXA-631,gyrA_T86I,sat4,tet(O),Erythromycin MIC,Ery int,Streptomycin MIC,Strep int,Gentamicin MIC,Gen int,Nalidixic acid MIC,Nal int,Ciprofloxacin MIC,Cip int,Tetracycline MIC,Tet int
76153,54567,NA,Israel,2007,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,3,1,5,17,11,11,6,49,ST-49 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,=       1,S,=    0.25,S,=       4,S,<=    0.12,S,=       8,R
76154,38345,NA,Israel,2003,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,1,2,3,4,5,9,3,42,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,<=       1,S,=       2,S,=     0.5,S,=       4,S,<=    0.12,S,=      64,R
76155,43020,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,3,1,5,17,11,11,6,49,ST-49 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,=       1,S,=     0.5,S,=       4,S,<=    0.12,S,=       8,R
76156,73241,NA,Israel,2010,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,4,7,10,4,42,7,1,137,ST-45 complex,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=    0.25,S,=      64,R,=       8,R,=      64,R
76157,49467,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,10,2,50,62,91,73,45,468,NA,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,<=       1,S,=       2,S,=     0.5,S,=       4,S,<=    0.12,S,<=     0.5,S
76158,48795,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,79,55,5,10,11,1,6,3269,ST-446 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,>      64,R,=       8,R,=      64,R
76159,48617,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,1,2,8,4,5,9,3,6566,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<=       1,S,=       2,S,=     0.5,S,=       4,S,<=    0.12,S,<=     0.5,S
76160,49205,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,3,1,5,17,11,11,6,49,ST-49 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,=       2,S,=     0.5,S,=       4,S,<=    0.12,S,=      16,R
76161,42802,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,79,55,5,10,11,1,6,3269,ST-446 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,<=       1,S,=       1,S,=    0.25,S,=       4,S,<=    0.12,S,>      64,R
76162,59449,NA,Israel,2008,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,3,1,5,17,11,11,6,49,ST-49 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,=       8,R,>      64,R
76163,45955,NA,Israel,2005,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,1,2,8,4,5,9,3,6566,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<=       1,S,=       2,S,=     0.5,S,=       8,S,<=    0.12,S,<=     0.5,S
76164,39250,NA,Israel,2003,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,1,2,3,4,5,9,3,42,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,<=       1,S,=       2,S,=     0.5,S,=       8,S,<=    0.12,S,<=     0.5,S
76165,54898,NA,Israel,2007,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,3,1,5,84,11,11,6,467,ST-49 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76166,45214,NA,Israel,2005,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,489,1,12,3,2,1,5,9232,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=       4,R
76167,73629,NA,Israel,2010,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,1,2,5,4,5,9,3,1751,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,>      64,R
76168,57644,NA,Israel,2008,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,3,1,5,17,11,11,6,49,ST-49 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,=      16,R
76169,42948,NA,Israel,2004,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,1,6,60,24,12,28,1,508,ST-508 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<=       1,S,=       2,S,=     0.5,S,=       8,S,<=    0.12,S,<=     0.5,S
76170,75443,NA,Israel,2010,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,1,2,8,4,5,9,3,6566,ST-42 complex,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,>      16,R,=     0.5,S,=       4,S,<=    0.12,S,=      64,R
76171,78023,NA,Israel,2011,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,1,2,8,4,5,9,3,6566,ST-42 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,<=       1,S,=       1,S,=    0.25,S,>      64,R,=      16,R,>      64,R
76172,55519,NA,Israel,2007,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76173,86664,NA,Israel,2012,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,>      16,R,>      64,R
76174,56786,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76175,52041,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76176,52105,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,=      16,R,=      64,R
76177,43912,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=       4,R
76178,42548,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,<=     0.5,S
76179,211p,NA,Israel,2008,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=     0.5,S,>      64,R,>      16,R,>      64,R
76180,68237,NA,Israel,2009,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=    0.25,S,>      64,R,=      16,R,>      64,R
76181,210p,NA,Israel,2008,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=     0.5,S,=      64,R,>      16,R,>      64,R
76182,73257,NA,Israel,2010,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=      16,R,>      64,R
76183,49908,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,>      16,R,>      64,R
76184,42782,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76185,90249,NA,Israel,2012,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=      16,R,>      64,R
76186,29,NA,Israel,2014,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76187,94,NA,Israel,2014,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D
76188,56981,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,=      16,R,=      64,R
76189,50047,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,=      16,R,=      32,R
76190,43803,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=     0.5,S,>      64,R,>      16,R,=      64,R
76191,67651,NA,Israel,2009,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,<=    0.12,S,=      64,R,=       8,R,=      16,R
76192,54574,NA,Israel,2007,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,<=       1,S,=       2,S,=       1,S,=       8,S,<=    0.12,S,=      64,R
76193,55134,NA,Israel,2007,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,676,1,5,6608,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=       8,R,=      64,R
76194,52691,NA,Israel,2007,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,>      16,R,>      64,R
76195,37059,NA,Israel,2003,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,61,2,3,2,1,5,6978,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,=      32,R
76196,49264,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,<=       1,S,=       2,S,=     0.5,S,=       8,S,<=    0.12,S,>      64,R
76197,42001,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,<=     0.5,S
76198,45882,NA,Israel,2005,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76199,208p,NA,Israel,2008,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76200,50118,NA,Israel,2006,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,4,28,58,25,58,696,ST-1332 complex,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,<=       1,S,>      16,R,=    0.25,S,>      64,R,>      16,R,=      64,R
76201,91626,NA,Israel,2012,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=    0.25,S,=      64,R,=       8,R,=      64,R
76202,57769,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,>      16,R,>      64,R
76203,60441,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,=      64,R,=      16,R,=      64,R
76204,51955,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,>      64,R,=      16,R,=      32,R
76205,48511,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,>      16,R,>      64,R
76206,9c,NA,Israel,2008,NA,NA,NA,NA,beef offal or meat,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76207,49563,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,>      64,R,=      16,R,=      64,R
76208,43431,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,15,4,3,154,25,35,905,NA,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,=       2,S,=     0.5,S,=       8,S,=       1,R,>      64,R
76209,57129,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=       4,R
76210,151,NA,Israel,2014,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      64,R
76211,52104,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,=      64,R,=      16,R,=      64,R
76212,54927,NA,Israel,2007,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      32,R,=      16,R,>      64,R
76213,67999,NA,Israel,2009,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=      16,R,>      64,R
76214,57111,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,<=       1,S,=       1,S,=    0.25,S,>      64,R,=      16,R,<=     0.5,S
76215,43543,NA,Israel,2004,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,5,3,2,1,5,19,ST-21 complex,+,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D
76216,41150,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,<=     0.5,S
76217,75686,NA,Israel,2010,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,=       2,S,=       4,R,=      64,R
76218,69598,NA,Israel,2009,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,676,1,5,6608,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=       8,R,=      64,R
76219,67219,NA,Israel,2009,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,>      16,R,>      64,R
76220,49626,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,>      64,R
76221,50446,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,10,2,1,5,1359,ST-21 complex,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      32,R,=      16,R,=      32,R
76222,43379,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,>      64,R
76223,42230,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,5,3,2,3,5,190,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,<=       1,S,=       2,S,=     0.5,S,=       4,S,<=    0.12,S,>      64,R
76224,68a,NA,Israel,2014,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=       8,R,=      64,R
76225,87116,NA,Israel,2012,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76226,189,NA,Israel,2014,NA,NA,NA,NA,chicken,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D,N.D
76227,79401,NA,Israel,2011,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76228,44423,NA,Israel,2005,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=     0.5,S,>      64,R,=       8,R,>      64,R
76229,50096,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=    0.25,S,>      64,R,>      16,R,>      64,R
76230,61601,NA,Israel,2008,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76231,93225,NA,Israel,2012,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,71,5,62,11,3,269,7400,NA,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,<=       1,S,=       2,S,=    0.25,S,>      64,R,>      16,R,>      64,R
76232,43962,NA,Israel,2004,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=       8,R,>      64,R
76233,50288,NA,Israel,2006,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,>      16,R,=    0.25,S,>      64,R,=       8,R,>      64,R
76234,38558,NA,Israel,2003,NA,NA,NA,NA,human blood culture,NA,Campylobacter jejuni,NA,2,1,12,3,2,1,5,50,ST-21 complex,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,>      64,R
76235,77627,NA,Israel,2010,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      32,R
76236,67588,NA,Israel,2009,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,17,2,3,2,1,5,883,ST-21 complex,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       1,S,=    0.25,S,=      64,R,=       8,R,=      64,R
76237,60663,NA,Israel,2008,NA,NA,NA,NA,human stool,NA,Campylobacter jejuni,NA,2,1,1,3,2,1,5,21,ST-21 complex,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,<=       1,S,=       2,S,=     0.5,S,>      64,R,=      16,R,=      32,R
