run_accession,study_accession,sample_accession,tax_id,scientific_name,submitted_ftp,StrainID,AccessionIDs,ST,Cefoxitin,Erythromycin,Tetracycline,Rifampicin,FusidicAcid,Gentamicin,Chloramphenicol,Mupirocin,Linezolid,Ciprofloxacin,Trimethoprim
ERR3826069,PRJEB32286,SAMEA5672310,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826069/HICF0001rpt1_396610.pe.markdup.bam,HICF0001,ERS3476314,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826070,PRJEB32286,SAMEA5672311,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826070/HICF0002rpt1_396919.pe.markdup.bam,HICF0002,ERS3476315,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826071,PRJEB32286,SAMEA5672312,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826071/HICF0003rpt1_396073.pe.markdup.bam,HICF0003,ERS3476316,59,R,S,S,S,R,S,S,S,S,S,-
ERR3826072,PRJEB32286,SAMEA5672313,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826072/HICF0004rpt1_396583.pe.markdup.bam,HICF0004,ERS3476317,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826073,PRJEB32286,SAMEA5672314,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826073/HICF0005rpt1_397171.pe.markdup.bam,HICF0005,ERS3476318,8,R,R,S,S,S,S,S,S,S,R,-
ERR3826074,PRJEB32286,SAMEA5672315,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826074/HICF0006rpt1_397603.pe.markdup.bam,HICF0006,ERS3476319,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826075,PRJEB32286,SAMEA5672316,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826075/HICF0007rpt1_397102.pe.markdup.bam,HICF0007,ERS3476320,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826076,PRJEB32286,SAMEA5672317,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826076/HICF0008rpt1_395908.pe.markdup.bam,HICF0008,ERS3476321,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826077,PRJEB32286,SAMEA5672318,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826077/HICF0009rpt1_397405.pe.markdup.bam,HICF0009,ERS3476322,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826078,PRJEB32286,SAMEA5672319,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826078/HICF0010rpt1_396784.pe.markdup.bam,HICF0010,ERS3476323,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826079,PRJEB32286,SAMEA5672304,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826079/HICF0015rpt1_396976.pe.markdup.bam,HICF0015,ERS3476308,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826080,PRJEB32286,SAMEA5672305,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826080/HICF0016rpt1_396730.pe.markdup.bam,HICF0016,ERS3476309,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826081,PRJEB32286,SAMEA5672306,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826081/HICF0019rpt1_395956.pe.markdup.bam,HICF0019,ERS3476310,22,R,S,S,S,S,S,S,R,S,R,-
ERR3826082,PRJEB32286,SAMEA5672307,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826082/HICF0020rpt1_397231.pe.markdup.bam,HICF0020,ERS3476311,45*,R,S,S,S,R,S,S,S,S,S,-
ERR3826083,PRJEB32286,SAMEA5672308,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826083/HICF0021rpt1_397630.pe.markdup.bam,HICF0021,ERS3476312,45,R,S,S,S,S,S,S,S,S,S,-
ERR3826084,PRJEB32286,SAMEA5672335,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826084/HICF0042rpt1_395860.pe.markdup.bam,HICF0042,ERS3476339,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826085,PRJEB32286,SAMEA5672338,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826085/HICF0047_397075.pe.markdup.bam,HICF0047,ERS3476342,4671,R,S,S,S,R,S,S,S,S,R,-
ERR3826086,PRJEB32286,SAMEA5672341,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826086/HICF0052_396925.pe.markdup.bam,HICF0052,ERS3476345,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826087,PRJEB32286,SAMEA5672344,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826087/HICF0055RPT2_397177.pe.markdup.bam,HICF0055,ERS3476348,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826088,PRJEB32286,SAMEA5672415,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826088/HICF0161rpt1_396256.pe.markdup.bam,HICF0161,ERS3476419,22,R,R,S,S,S,S,-,-,-,-,-
ERR3826089,PRJEB32286,SAMEA5672416,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826089/HICF0162rpt1_396871.pe.markdup.bam,HICF0162,ERS3476420,1,R,R,S,S,S,S,S,S,S,S,-
ERR3826090,PRJEB32286,SAMEA5672445,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826090/HICF0195_396331.pe.markdup.bam,HICF0195,ERS3476449,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826091,PRJEB32286,SAMEA5672446,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826091/HICF0197_397666.pe.markdup.bam,HICF0197,ERS3476450,1,R,R,R,S,S,S,S,S,S,S,-
ERR3826092,PRJEB32286,SAMEA5672447,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826092/HICF0198_397591.pe.markdup.bam,HICF0198,ERS3476451,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826094,PRJEB32286,SAMEA5672449,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826094/HICF0200_396829.pe.markdup.bam,HICF0200,ERS3476453,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826095,PRJEB32286,SAMEA5672450,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826095/HICF0201_396991.pe.markdup.bam,HICF0201,ERS3476454,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826096,PRJEB32286,SAMEA5672451,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826096/HICF0202_396313.pe.markdup.bam,HICF0202,ERS3476455,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826097,PRJEB32286,SAMEA5672452,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826097/HICF0203_396727.pe.markdup.bam,HICF0203,ERS3476456,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826098,PRJEB32286,SAMEA5672453,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826098/HICF0204_395926.pe.markdup.bam,HICF0204,ERS3476457,1,R,S,S,S,R,R,S,S,S,S,-
ERR3826099,PRJEB32286,SAMEA5672454,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826099/HICF0205_396163.pe.markdup.bam,HICF0205,ERS3476458,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826100,PRJEB32286,SAMEA5672455,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826100/HICF0206_396124.pe.markdup.bam,HICF0206,ERS3476459,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826101,PRJEB32286,SAMEA5672456,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826101/HICF0207_397291.pe.markdup.bam,HICF0207,ERS3476460,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826102,PRJEB32286,SAMEA5672457,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826102/HICF0208_397453.pe.markdup.bam,HICF0208,ERS3476461,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826103,PRJEB32286,SAMEA5672458,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826103/HICF0209_396982.pe.markdup.bam,HICF0209,ERS3476462,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826104,PRJEB32286,SAMEA5672459,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826104/HICF0210_397498.pe.markdup.bam,HICF0210,ERS3476463,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826105,PRJEB32286,SAMEA5672460,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826105/HICF0211_397258.pe.markdup.bam,HICF0211,ERS3476464,45,R,S,S,S,S,S,S,S,S,S,-
ERR3826106,PRJEB32286,SAMEA5672461,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826106/HICF0213_396628.pe.markdup.bam,HICF0213,ERS3476465,5,R,R,S,S,S,S,S,S,S,R,-
ERR3826107,PRJEB32286,SAMEA5672462,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826107/HICF0214_395800.pe.markdup.bam,HICF0214,ERS3476466,59,R,R,S,S,R,S,S,S,S,R,-
ERR3826108,PRJEB32286,SAMEA5672463,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826108/HICF0215_396085.pe.markdup.bam,HICF0215,ERS3476467,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826109,PRJEB32286,SAMEA5672464,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826109/HICF0216B_397219.pe.markdup.bam,HICF0216B,ERS3476468,5,R,R,S,S,R,S,S,S,S,R,-
ERR3826110,PRJEB32286,SAMEA5672465,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826110/HICF0217_396034.pe.markdup.bam,HICF0217,ERS3476469,8,R,S,S,S,S,S,S,S,S,R,-
ERR3826111,PRJEB32286,SAMEA5672466,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826111/HICF0218_396382.pe.markdup.bam,HICF0218,ERS3476470,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826112,PRJEB32286,SAMEA5672467,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826112/HICF0219_396595.pe.markdup.bam,HICF0219,ERS3476471,1,R,R,R,S,S,S,S,S,S,S,-
ERR3826113,PRJEB32286,SAMEA5672468,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826113/HICF0220_397420.pe.markdup.bam,HICF0220,ERS3476472,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826114,PRJEB32286,SAMEA5672470,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826114/HICF0222_395839.pe.markdup.bam,HICF0222,ERS3476474,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826115,PRJEB32286,SAMEA5672471,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826115/HICF0223_396058.pe.markdup.bam,HICF0223,ERS3476475,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826116,PRJEB32286,SAMEA5672472,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826116/HICF0224_396592.pe.markdup.bam,HICF0224,ERS3476476,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826117,PRJEB32286,SAMEA5672473,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826117/HICF0225_396778.pe.markdup.bam,HICF0225,ERS3476477,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826118,PRJEB32286,SAMEA5672474,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826118/HICF0227_397333.pe.markdup.bam,HICF0227,ERS3476478,5,R,R,S,S,R,S,S,S,S,R,-
ERR3826119,PRJEB32286,SAMEA5672475,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826119/HICF0228rpt2_396307.pe.markdup.bam,HICF0228,ERS3476479,5,R,S,R,S,S,S,R,S,S,S,-
ERR3826120,PRJEB32286,SAMEA5672477,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826120/HICF0230rpt1_396607.pe.markdup.bam,HICF0230,ERS3476481,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826121,PRJEB32286,SAMEA5672480,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826121/HICF0235rpt1_397318.pe.markdup.bam,HICF0235,ERS3476484,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826122,PRJEB32286,SAMEA5672483,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826122/HICF0238rpt1_397123.pe.markdup.bam,HICF0238,ERS3476487,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826123,PRJEB32286,SAMEA5672484,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826123/HICF0241_396808.pe.markdup.bam,HICF0241,ERS3476488,5,R,R,S,S,S,S,S,S,S,S,-
ERR3826124,PRJEB32286,SAMEA5672485,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826124/HICF0245_396250.pe.markdup.bam,HICF0245,ERS3476489,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826125,PRJEB32286,SAMEA5672486,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826125/HICF0246_395974.pe.markdup.bam,HICF0246,ERS3476490,22,R,R,S,S,R,S,S,S,S,R,-
ERR3826126,PRJEB32286,SAMEA5672487,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826126/HICF0248rpt1_397111.pe.markdup.bam,HICF0248,ERS3476491,22,R,R,S,S,R,S,S,S,S,R,-
ERR3826127,PRJEB32286,SAMEA5672488,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826127/HICF0251_397288.pe.markdup.bam,HICF0251,ERS3476492,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826128,PRJEB32286,SAMEA5672489,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826128/HICF0253_395950.pe.markdup.bam,HICF0253,ERS3476493,1,R,R,S,S,S,S,S,S,S,S,-
ERR3826129,PRJEB32286,SAMEA5672490,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826129/HICF0254_396340.pe.markdup.bam,HICF0254,ERS3476494,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826130,PRJEB32286,SAMEA5672491,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826130/HICF0255_396508.pe.markdup.bam,HICF0255,ERS3476495,97,R,S,S,S,S,R,S,S,S,S,-
ERR3826131,PRJEB32286,SAMEA5672492,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826131/HICF0256_396655.pe.markdup.bam,HICF0256,ERS3476496,8,R,-,-,-,-,-,-,-,-,-,-
ERR3826132,PRJEB32286,SAMEA5672493,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826132/HICF0258_397438.pe.markdup.bam,HICF0258,ERS3476497,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826134,PRJEB32286,SAMEA5672495,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826134/HICF0260_395824.pe.markdup.bam,HICF0260,ERS3476499,8,R,-,-,-,-,-,-,-,-,-,-
ERR3826135,PRJEB32286,SAMEA5672496,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826135/HICF0261_397306.pe.markdup.bam,HICF0261,ERS3476500,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826136,PRJEB32286,SAMEA5672497,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826136/HICF0262_397054.pe.markdup.bam,HICF0262,ERS3476501,22,R,S,S,S,R,R,S,S,S,R,-
ERR3826137,PRJEB32286,SAMEA5672498,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826137/HICF0263rpt1_396490.pe.markdup.bam,HICF0263,ERS3476502,59,R,S,S,S,R,S,S,S,S,S,-
ERR3826138,PRJEB32286,SAMEA5672499,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826138/HICF0264_396631.pe.markdup.bam,HICF0264,ERS3476503,36,R,R,S,S,S,R,S,R,S,R,-
ERR3826139,PRJEB32286,SAMEA5672500,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826139/HICF0266_396109.pe.markdup.bam,HICF0266,ERS3476504,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826140,PRJEB32286,SAMEA5672501,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826140/HICF0268_397414.pe.markdup.bam,HICF0268,ERS3476505,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826141,PRJEB32286,SAMEA5672502,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826141/HICF0269_397129.pe.markdup.bam,HICF0269,ERS3476506,NOVEL,R,R,S,S,R,S,S,S,S,S,-
ERR3826142,PRJEB32286,SAMEA5672503,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826142/HICF0270_396967.pe.markdup.bam,HICF0270,ERS3476507,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826143,PRJEB32286,SAMEA5672504,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826143/HICF0271_395833.pe.markdup.bam,HICF0271,ERS3476508,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826144,PRJEB32286,SAMEA5672505,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826144/HICF0272_396580.pe.markdup.bam,HICF0272,ERS3476509,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826145,PRJEB32286,SAMEA5672506,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826145/HICF0274_396571.pe.markdup.bam,HICF0274,ERS3476510,22,R,R,S,S,R,R,-,-,-,-,-
ERR3826146,PRJEB32286,SAMEA5672507,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826146/HICF0275_397312.pe.markdup.bam,HICF0275,ERS3476511,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826147,PRJEB32286,SAMEA5672508,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826147/HICF0276_396142.pe.markdup.bam,HICF0276,ERS3476512,59,R,R,S,S,R,S,S,R,S,R,-
ERR3826148,PRJEB32286,SAMEA5672509,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826148/HICF0277_396970.pe.markdup.bam,HICF0277,ERS3476513,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826149,PRJEB32286,SAMEA5672510,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826149/HICF0278_397645.pe.markdup.bam,HICF0278,ERS3476514,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826150,PRJEB32286,SAMEA5672511,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826150/HICF0281_397144.pe.markdup.bam,HICF0281,ERS3476515,22,R,S,S,S,S,S,S,R,S,R,-
ERR3826151,PRJEB32286,SAMEA5672512,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826151/HICF0282_397513.pe.markdup.bam,HICF0282,ERS3476516,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826152,PRJEB32286,SAMEA5672513,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826152/HICF0283_396379.pe.markdup.bam,HICF0283,ERS3476517,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826153,PRJEB32286,SAMEA5672514,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826153/HICF0284_397015.pe.markdup.bam,HICF0284,ERS3476518,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826154,PRJEB32286,SAMEA5672515,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826154/HICF0285rpt1_506052.pe.markdup.bam,HICF0285,ERS3476519,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826155,PRJEB32286,SAMEA5672516,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826155/HICF0286_397117.pe.markdup.bam,HICF0286,ERS3476520,1,R,R,R,R,R,S,S,S,S,S,-
ERR3826156,PRJEB32286,SAMEA5672517,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826156/HICF0289_397564.pe.markdup.bam,HICF0289,ERS3476521,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826157,PRJEB32286,SAMEA5672518,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826157/HICF0290_395782.pe.markdup.bam,HICF0290,ERS3476522,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826158,PRJEB32286,SAMEA5672519,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826158/HICF0291_396973.pe.markdup.bam,HICF0291,ERS3476523,22,R,R,R,S,R,S,S,S,S,R,-
ERR3826159,PRJEB32286,SAMEA5672520,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826159/HICF0292_397174.pe.markdup.bam,HICF0292,ERS3476524,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826160,PRJEB32286,SAMEA5672521,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826160/HICF0293_397573.pe.markdup.bam,HICF0293,ERS3476525,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826161,PRJEB32286,SAMEA5672522,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826161/HICF0294_396961.pe.markdup.bam,HICF0294,ERS3476526,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826162,PRJEB32286,SAMEA5672523,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826162/HICF0295_396118.pe.markdup.bam,HICF0295,ERS3476527,22,R,R,S,S,R,S,R,S,S,R,-
ERR3826163,PRJEB32286,SAMEA5672524,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826163/HICF0296_397285.pe.markdup.bam,HICF0296,ERS3476528,105,R,R,S,S,S,S,S,R,S,R,-
ERR3826164,PRJEB32286,SAMEA5672525,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826164/HICF0297_397189.pe.markdup.bam,HICF0297,ERS3476529,22,R,R,R,S,R,S,S,S,S,R,-
ERR3826165,PRJEB32286,SAMEA5672526,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826165/HICF0298_396553.pe.markdup.bam,HICF0298,ERS3476530,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826166,PRJEB32286,SAMEA5672527,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826166/HICF0299_397648.pe.markdup.bam,HICF0299,ERS3476531,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826167,PRJEB32286,SAMEA5672528,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826167/HICF0300_396406.pe.markdup.bam,HICF0300,ERS3476532,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826168,PRJEB32286,SAMEA5672529,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826168/HICF0301_396577.pe.markdup.bam,HICF0301,ERS3476533,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826169,PRJEB32286,SAMEA5672530,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826169/HICF0302_396940.pe.markdup.bam,HICF0302,ERS3476534,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826170,PRJEB32286,SAMEA5672531,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826170/HICF0303_397150.pe.markdup.bam,HICF0303,ERS3476535,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826171,PRJEB32286,SAMEA5672532,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826171/HICF0304_395806.pe.markdup.bam,HICF0304,ERS3476536,88,R,S,S,S,S,S,S,S,S,S,-
ERR3826172,PRJEB32286,SAMEA5672533,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826172/HICF0305_396046.pe.markdup.bam,HICF0305,ERS3476537,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826173,PRJEB32286,SAMEA5672534,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826173/HICF0306rpt1_505443.pe.markdup.bam,HICF0306,ERS3476538,22,R,R,R,S,S,S,S,R,S,R,-
ERR3826174,PRJEB32286,SAMEA5672535,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826174/HICF0307_396562.pe.markdup.bam,HICF0307,ERS3476539,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826175,PRJEB32286,SAMEA5672536,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826175/HICF0308_396625.pe.markdup.bam,HICF0308,ERS3476540,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826176,PRJEB32286,SAMEA5672537,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826176/HICF0309_396832.pe.markdup.bam,HICF0309,ERS3476541,22,R,R,R,S,S,S,S,S,S,R,-
