Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,sub_species
SRR17179196,WGS,302,1145604384,PRJNA787062,SAMN23768771,Pathogen.cl,375390777,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362644,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,126,Human blood sample,8.9806 N 38.7578 E,126,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,126,SRP349950,Not appllicable,
SRR17179197,WGS,302,1459681062,PRJNA787062,SAMN23768658,Pathogen.cl,462481764,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra,wgmlst_sig,realign","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13362643,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,125,Human blood sample,8.9806 N 38.7578 E,125,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,125,SRP349950,Not appllicable,
SRR17179198,WGS,302,1267865158,PRJNA787062,SAMN23768770,Pathogen.cl,406996402,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362642,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,123,Human blood sample,8.9806 N 38.7578 E,123,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,123,SRP349950,Not appllicable,
SRR17179199,WGS,302,1324165810,PRJNA787062,SAMN23768657,Pathogen.cl,420043896,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,realign,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13362641,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,122,Human blood sample,8.9806 N 38.7578 E,122,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,122,SRP349950,Not appllicable,
SRR17179200,WGS,302,1194625628,PRJNA787062,SAMN23768769,Pathogen.cl,384107515,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362640,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,121,Human blood sample,8.9806 N 38.7578 E,121,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,121,SRP349950,Not appllicable,
SRR17179201,WGS,302,318022912,PRJNA787062,SAMN23768706,Pathogen.cl,137964153,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362639,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,118,Human blood sample,8.9806 N 38.7578 E,118,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,118,SRP349950,Not appllicable,
SRR17179202,WGS,302,1377162582,PRJNA787062,SAMN23768768,Pathogen.cl,440090422,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362638,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,117,Human blood sample,8.9806 N 38.7578 E,117,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,117,SRP349950,Not appllicable,
SRR17179203,WGS,302,1515867558,PRJNA787062,SAMN23768851,Pathogen.cl,484408902,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362637,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,268,Human blood sample,11.8 N 39.38 E,268,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,268,SRP349950,Not appllicable,
SRR17179204,WGS,302,2229772908,PRJNA787062,SAMN23768850,Pathogen.cl,716180522,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362636,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,267-b,Human blood sample,11.8 N 39.38 E,267-b,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,267-b,SRP349950,Not appllicable,
SRR17179205,WGS,302,1348140382,PRJNA787062,SAMN23768849,Pathogen.cl,453478402,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362635,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,266,Human blood sample,11.8 N 39.38 E,266,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,266,SRP349950,Not appllicable,
SRR17179206,WGS,302,1002801268,PRJNA787062,SAMN23768848,Pathogen.cl,327866897,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13362634,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,265,Human blood sample,11.8 N 39.38 E,265,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,265,SRP349950,Not appllicable,
SRR17179207,WGS,302,977005938,PRJNA787062,SAMN23768847,Pathogen.cl,314760201,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362633,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,264,Human blood sample,11.8 N 39.38 E,264,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,264,SRP349950,Not appllicable,
SRR17179208,WGS,302,1329132804,PRJNA787062,SAMN23768686,Pathogen.cl,427043997,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,realign,fastq,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13362632,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,263,Human blood sample,11.8 N 39.38 E,263,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,263,SRP349950,Not appllicable,
SRR17179209,WGS,302,928383032,PRJNA787062,SAMN23768846,Pathogen.cl,300663377,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362631,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,262,Human blood sample,11.8 N 39.38 E,262,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,262,SRP349950,Not appllicable,
SRR17179210,WGS,302,2017492578,PRJNA787062,SAMN23768636,Pathogen.cl,678109662,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13362630,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,26,Human blood sample,7.0504 N 38.4955 E,26,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,26,SRP349950,Not appllicable,
SRR17179211,WGS,302,1646232200,PRJNA787062,SAMN23768845,Pathogen.cl,545570864,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362629,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,261,Human blood sample,11.8 N 39.38 E,261,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,261,SRP349950,Not appllicable,
SRR17179212,WGS,302,973471028,PRJNA787062,SAMN23768844,Pathogen.cl,317682853,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362628,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,259,Human blood sample,11.8 N 39.38 E,259,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,259,SRP349950,Not appllicable,
SRR17179213,WGS,302,1327106988,PRJNA787062,SAMN23768843,Pathogen.cl,430116116,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362627,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,258,Human blood sample,11.8 N 39.38 E,258,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,258,SRP349950,Not appllicable,
SRR17179214,WGS,302,1638862192,PRJNA787062,SAMN23768842,Pathogen.cl,572439655,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362626,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,257,Human blood sample,11.8 N 39.38 E,257,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,257,SRP349950,Not appllicable,
SRR17179215,WGS,302,2185974754,PRJNA787062,SAMN23768717,Pathogen.cl,680919294,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362625,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,256,Human blood sample,11.8 N 39.38 E,256,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,256,SRP349950,Not appllicable,
SRR17179216,WGS,302,857512390,PRJNA787062,SAMN23768841,Pathogen.cl,285104789,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362624,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,255,Human blood sample,11.8 N 39.38 E,255,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,255,SRP349950,Not appllicable,
SRR17179217,WGS,302,1117463420,PRJNA787062,SAMN23768840,Pathogen.cl,375790916,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362623,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,254,Human blood sample,11.8 N 39.38 E,254,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,254,SRP349950,Not appllicable,
SRR17179218,WGS,302,803146350,PRJNA787062,SAMN23768839,Pathogen.cl,267057185,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362622,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,253-b,Human blood sample,11.8 N 39.38 E,253-b,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,253-b,SRP349950,Not appllicable,
SRR17179219,WGS,302,1327866216,PRJNA787062,SAMN23768838,Pathogen.cl,429157728,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362621,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,253-a,Human blood sample,11.8 N 39.38 E,253-a,PAIRED,RANDOM,GENOMIC,Enterobacter hormaechei subsp. xiangfangensis,ILLUMINA,2022-07-18T00:00:00Z,253-a,SRP349950,Not appllicable,xiangfangensis
SRR17179220,WGS,302,900164454,PRJNA787062,SAMN23768837,Pathogen.cl,297956216,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362620,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,252,Human blood sample,11.8 N 39.38 E,252,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,252,SRP349950,Not appllicable,
SRR17179221,WGS,302,1442181370,PRJNA787062,SAMN23768635,Pathogen.cl,489038744,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362619,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,24,Human blood sample,7.0504 N 38.4955 E,24,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,24,SRP349950,Not appllicable,
SRR17179222,WGS,302,1441916214,PRJNA787062,SAMN23768620,Pathogen.cl,486616648,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362618,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,3,Human blood sample,7.0504 N 38.4955 E,3,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,3,SRP349950,Not appllicable,
SRR17179223,WGS,302,1342066860,PRJNA787062,SAMN23768836,Pathogen.cl,432690599,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362617,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,251,Human blood sample,11.8 N 39.38 E,251,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,251,SRP349950,Not appllicable,
SRR17179224,WGS,302,1741810066,PRJNA787062,SAMN23768835,Pathogen.cl,564862521,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362616,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,250,Human blood sample,11.8 N 39.38 E,250,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,250,SRP349950,Not appllicable,
SRR17179225,WGS,302,2587528450,PRJNA787062,SAMN23768834,Pathogen.cl,837793245,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362615,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,249,Human blood sample,11.8 N 39.38 E,249,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,249,SRP349950,Not appllicable,
SRR17179226,WGS,302,934231262,PRJNA787062,SAMN23768833,Pathogen.cl,304241815,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362614,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,248,Human blood sample,11.8 N 39.38 E,248,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,248,SRP349950,Not appllicable,
SRR17179227,WGS,302,952560246,PRJNA787062,SAMN23768832,Pathogen.cl,313557302,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362613,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,247,Human blood sample,11.8 N 39.38 E,247,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,247,SRP349950,Not appllicable,
SRR17179228,WGS,302,841419112,PRJNA787062,SAMN23768831,Pathogen.cl,276274595,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13362612,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,246-b,Human blood sample,11.8 N 39.38 E,246-b,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,246-b,SRP349950,Not appllicable,
SRR17179229,WGS,302,681282102,PRJNA787062,SAMN23768830,Pathogen.cl,233697212,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362611,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,246-a,Human blood sample,11.8 N 39.38 E,246-a,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,246-a,SRP349950,Not appllicable,
SRR17179230,WGS,302,725606038,PRJNA787062,SAMN23768829,Pathogen.cl,240744851,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362610,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,245,Human blood sample,11.8 N 39.38 E,245,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,245,SRP349950,Not appllicable,
SRR17179231,WGS,302,1028185274,PRJNA787062,SAMN23768828,Pathogen.cl,335924587,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362609,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,244,Human blood sample,11.8 N 39.38 E,244,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,244,SRP349950,Not appllicable,
SRR17179232,WGS,302,1808822658,PRJNA787062,SAMN23768827,Pathogen.cl,578120130,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362608,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,243,Human blood sample,11.8 N 39.38 E,243,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,243,SRP349950,Not appllicable,
SRR17179233,WGS,302,1582564560,PRJNA787062,SAMN23768634,Pathogen.cl,534073735,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362607,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,23,Human blood sample,7.0504 N 38.4955 E,23,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,23,SRP349950,Not appllicable,
SRR17179234,WGS,302,97516404,PRJNA787062,SAMN23768826,Pathogen.cl,37847812,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362606,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,242,Human blood sample,11.8 N 39.38 E,242,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,242,SRP349950,Not appllicable,
SRR17179235,WGS,302,1047704742,PRJNA787062,SAMN23768875,Pathogen.cl,343081597,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362605,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,303,Human blood sample,11.8 N 39.38 E,303,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,303,SRP349950,Not appllicable,
SRR17179236,WGS,302,765613790,PRJNA787062,SAMN23768874,Pathogen.cl,251598736,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362604,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,302,Human blood sample,11.8 N 39.38 E,302,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,302,SRP349950,Not appllicable,
SRR17179237,WGS,302,950933674,PRJNA787062,SAMN23768873,Pathogen.cl,310399055,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362603,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,301,Human blood sample,11.8 N 39.38 E,301,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,301,SRP349950,Not appllicable,
SRR17179238,WGS,302,954124606,PRJNA787062,SAMN23768690,Pathogen.cl,306852728,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13362602,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,300,Human blood sample,11.8 N 39.38 E,300,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,300,SRP349950,Not appllicable,
SRR17179239,WGS,302,1131099626,PRJNA787062,SAMN23768689,Pathogen.cl,363195013,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13362601,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,299,Human blood sample,11.8 N 39.38 E,299,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,299,SRP349950,Not appllicable,
SRR17179240,WGS,302,921087618,PRJNA787062,SAMN23768872,Pathogen.cl,297989283,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,realign,fastq,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13362600,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,298,Human blood sample,11.8 N 39.38 E,298,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,298,SRP349950,Not appllicable,
SRR17179241,WGS,302,1595184536,PRJNA787062,SAMN23768639,Pathogen.cl,539244914,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362599,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,31,Human blood sample,7.0504 N 38.4955 E,31,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,31,SRP349950,Not appllicable,
SRR17179242,WGS,302,1518010550,PRJNA787062,SAMN23768871,Pathogen.cl,493439744,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362598,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,297,Human blood sample,11.8 N 39.38 E,297,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,297,SRP349950,Not appllicable,
SRR17179243,WGS,302,814959382,PRJNA787062,SAMN23768870,Pathogen.cl,267018891,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362597,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,296,Human blood sample,11.8 N 39.38 E,296,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,296,SRP349950,Not appllicable,
SRR17179244,WGS,302,896063596,PRJNA787062,SAMN23768869,Pathogen.cl,306296595,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362596,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,295,Human blood sample,11.8 N 39.38 E,295,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,295,SRP349950,Not appllicable,
SRR17179245,WGS,302,1264633456,PRJNA787062,SAMN23768868,Pathogen.cl,411825035,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362595,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,294,Human blood sample,11.8 N 39.38 E,294,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,294,SRP349950,Not appllicable,
SRR17179246,WGS,302,990552752,PRJNA787062,SAMN23768867,Pathogen.cl,327031642,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362594,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,292,Human blood sample,11.8 N 39.38 E,292,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,292,SRP349950,Not appllicable,
