run_accession	study_accession	sample_accession	tax_id	scientific_name	submitted_ftp
ERR4372606	PRJEB39112	SAMEA7082325	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372606/AI2766.402.CRE_04.8316AB.HGV2KDSXX.4.187UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372606/AI2766.402.CRE_04.8316AB.HGV2KDSXX.4.187UDI-idt-UMI.2.fastq.gz
ERR4372607	PRJEB39112	SAMEA7082326	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372607/AI2767.403.CRE_04.8317AB.HGV2KDSXX.1.199UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372607/AI2767.403.CRE_04.8317AB.HGV2KDSXX.1.199UDI-idt-UMI.2.fastq.gz
ERR4372608	PRJEB39112	SAMEA7082326	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372608/AI2767.403.CRE_04.8317AB.HGV2KDSXX.2.199UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372608/AI2767.403.CRE_04.8317AB.HGV2KDSXX.2.199UDI-idt-UMI.2.fastq.gz
ERR4372609	PRJEB39112	SAMEA7082326	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372609/AI2767.403.CRE_04.8317AB.HGV2KDSXX.3.199UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372609/AI2767.403.CRE_04.8317AB.HGV2KDSXX.3.199UDI-idt-UMI.2.fastq.gz
ERR4372610	PRJEB39112	SAMEA7082326	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372610/AI2767.403.CRE_04.8317AB.HGV2KDSXX.4.199UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372610/AI2767.403.CRE_04.8317AB.HGV2KDSXX.4.199UDI-idt-UMI.2.fastq.gz
ERR4372611	PRJEB39112	SAMEA7082327	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372611/AI2993.404.CRE_06.9769AB.HGTY7DSXX.1.153UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372611/AI2993.404.CRE_06.9769AB.HGTY7DSXX.1.153UDI-idt-UMI.2.fastq.gz
ERR4372612	PRJEB39112	SAMEA7082327	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372612/AI2993.404.CRE_06.9769AB.HGTY7DSXX.2.153UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372612/AI2993.404.CRE_06.9769AB.HGTY7DSXX.2.153UDI-idt-UMI.2.fastq.gz
ERR4372613	PRJEB39112	SAMEA7082327	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372613/AI2993.404.CRE_06.9769AB.HGTY7DSXX.3.153UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372613/AI2993.404.CRE_06.9769AB.HGTY7DSXX.3.153UDI-idt-UMI.2.fastq.gz
ERR4372614	PRJEB39112	SAMEA7082327	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372614/AI2993.404.CRE_06.9769AB.HGTY7DSXX.4.153UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372614/AI2993.404.CRE_06.9769AB.HGTY7DSXX.4.153UDI-idt-UMI.2.fastq.gz
ERR4372615	PRJEB39112	SAMEA7082328	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372615/AI2768.406.CRE_04.8318AB.HGV2KDSXX.1.211UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372615/AI2768.406.CRE_04.8318AB.HGV2KDSXX.1.211UDI-idt-UMI.2.fastq.gz
ERR4372616	PRJEB39112	SAMEA7082328	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372616/AI2768.406.CRE_04.8318AB.HGV2KDSXX.2.211UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372616/AI2768.406.CRE_04.8318AB.HGV2KDSXX.2.211UDI-idt-UMI.2.fastq.gz
ERR4372617	PRJEB39112	SAMEA7082328	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372617/AI2768.406.CRE_04.8318AB.HGV2KDSXX.3.211UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372617/AI2768.406.CRE_04.8318AB.HGV2KDSXX.3.211UDI-idt-UMI.2.fastq.gz
ERR4372618	PRJEB39112	SAMEA7082328	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372618/AI2768.406.CRE_04.8318AB.HGV2KDSXX.4.211UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372618/AI2768.406.CRE_04.8318AB.HGV2KDSXX.4.211UDI-idt-UMI.2.fastq.gz
ERR4372619	PRJEB39112	SAMEA7082329	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372619/AI2769.407.CRE_04.8319AB.HGV2KDSXX.1.223UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372619/AI2769.407.CRE_04.8319AB.HGV2KDSXX.1.223UDI-idt-UMI.2.fastq.gz
ERR4372620	PRJEB39112	SAMEA7082329	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372620/AI2769.407.CRE_04.8319AB.HGV2KDSXX.2.223UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372620/AI2769.407.CRE_04.8319AB.HGV2KDSXX.2.223UDI-idt-UMI.2.fastq.gz
ERR4372621	PRJEB39112	SAMEA7082329	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372621/AI2769.407.CRE_04.8319AB.HGV2KDSXX.3.223UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372621/AI2769.407.CRE_04.8319AB.HGV2KDSXX.3.223UDI-idt-UMI.2.fastq.gz
ERR4372622	PRJEB39112	SAMEA7082329	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372622/AI2769.407.CRE_04.8319AB.HGV2KDSXX.4.223UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372622/AI2769.407.CRE_04.8319AB.HGV2KDSXX.4.223UDI-idt-UMI.2.fastq.gz
ERR4372623	PRJEB39112	SAMEA7082330	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372623/AI2770.408.CRE_04.8320AB.HGV2KDSXX.1.235UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372623/AI2770.408.CRE_04.8320AB.HGV2KDSXX.1.235UDI-idt-UMI.2.fastq.gz
ERR4372624	PRJEB39112	SAMEA7082330	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372624/AI2770.408.CRE_04.8320AB.HGV2KDSXX.2.235UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372624/AI2770.408.CRE_04.8320AB.HGV2KDSXX.2.235UDI-idt-UMI.2.fastq.gz
ERR4372625	PRJEB39112	SAMEA7082330	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372625/AI2770.408.CRE_04.8320AB.HGV2KDSXX.3.235UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372625/AI2770.408.CRE_04.8320AB.HGV2KDSXX.3.235UDI-idt-UMI.2.fastq.gz
ERR4372626	PRJEB39112	SAMEA7082330	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372626/AI2770.408.CRE_04.8320AB.HGV2KDSXX.4.235UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372626/AI2770.408.CRE_04.8320AB.HGV2KDSXX.4.235UDI-idt-UMI.2.fastq.gz
ERR4372627	PRJEB39112	SAMEA7082331	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372627/AI3065.409.CRE_08.7774AC.HHLGKDSXX.1.246UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372627/AI3065.409.CRE_08.7774AC.HHLGKDSXX.1.246UDI-idt-UMI.2.fastq.gz
ERR4372628	PRJEB39112	SAMEA7082331	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372628/AI3065.409.CRE_08.7774AC.HHLGKDSXX.2.246UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372628/AI3065.409.CRE_08.7774AC.HHLGKDSXX.2.246UDI-idt-UMI.2.fastq.gz
ERR4372629	PRJEB39112	SAMEA7082331	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372629/AI3065.409.CRE_08.7774AC.HHLGKDSXX.3.246UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372629/AI3065.409.CRE_08.7774AC.HHLGKDSXX.3.246UDI-idt-UMI.2.fastq.gz
ERR4372630	PRJEB39112	SAMEA7082331	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372630/AI3065.409.CRE_08.7774AC.HHLGKDSXX.4.246UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372630/AI3065.409.CRE_08.7774AC.HHLGKDSXX.4.246UDI-idt-UMI.2.fastq.gz
ERR4372631	PRJEB39112	SAMEA7082332	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372631/AI2996.411.CRE_06.9771AB.HGTY7DSXX.1.177UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372631/AI2996.411.CRE_06.9771AB.HGTY7DSXX.1.177UDI-idt-UMI.2.fastq.gz
ERR4372632	PRJEB39112	SAMEA7082332	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372632/AI2996.411.CRE_06.9771AB.HGTY7DSXX.2.177UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372632/AI2996.411.CRE_06.9771AB.HGTY7DSXX.2.177UDI-idt-UMI.2.fastq.gz
