Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,specific_host,body_site,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,Label,Host,Cystic_fibrosis,Infection_site,MEM,MIC_MEM,CAZ,MIC_CAZ,TOB,MIC_TOB,CIP,MIC_CIP
SRR1056046,RNA-Seq,214,611459418,PRJNA231236,SAMN02470300,407270368,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396860,Illumina Genome Analyzer IIx,PSAE1715,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc10,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Freiburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,S,4,S,0.5,S,1
SRR1056047,RNA-Seq,214,561809064,PRJNA231236,SAMN02470301,376354699,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396861,Illumina Genome Analyzer IIx,PSAE1775,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc11,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Ruedesheim,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,S,4,S,1,S,0.5
SRR1056048,RNA-Seq,214,488891988,PRJNA231236,SAMN02470302,328134478,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396862,Illumina Genome Analyzer IIx,PSAE1807,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc12,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Berlin,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,R,64,S,0.5,S,0.25
SRR1056049,RNA-Seq,214,500735818,PRJNA231236,SAMN02470303,333008519,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396863,Illumina Genome Analyzer IIx,PSAE1829,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc13,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Regensburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,S,4,S,0.5,I,2
SRR1056050,RNA-Seq,214,637791262,PRJNA231236,SAMN02470304,421066299,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396864,Illumina Genome Analyzer IIx,PSAE1695,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc15,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Bremen,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,S,1,S,4,S,4,R,64
SRR1056051,RNA-Seq,214,819015878,PRJNA231236,SAMN02470305,534733927,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396865,Illumina Genome Analyzer IIx,PSAE1655,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc2,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Munich,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,S,4,S,1,I,2
SRR1056052,RNA-Seq,214,650242852,PRJNA231236,SAMN02470306,429239068,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396866,Illumina Genome Analyzer IIx,PSAE1793,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc4,SRP034661,clinical isolate,Homo sapiens,respiratory tract,uncalculated,uncalculated,nd,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,>32,S,8,R,8,R,8
SRR1056053,RNA-Seq,214,481702016,PRJNA231236,SAMN02470307,316042352,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396867,Illumina Genome Analyzer IIx,PSAE1646,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc5,SRP034661,clinical isolate,Homo sapiens,urine,Germany,Europe,Germany: Munich,"Strain collection University of Freiburg\, Germany",NA,NA,nd,urine,R,16,S,4,S,2,I,2
SRR1056054,RNA-Seq,214,590866412,PRJNA231236,SAMN02470308,385496721,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396868,Illumina Genome Analyzer IIx,PSAE1660,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc6,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Munich,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,S,8,S,1,I,2
SRR1056055,RNA-Seq,214,435707638,PRJNA231236,SAMN02470309,290852123,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396869,Illumina Genome Analyzer IIx,PSAE1657,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc7,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Munich,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,S,8,S,0.5,I,2
SRR1056056,RNA-Seq,214,379527288,PRJNA231236,SAMN02470310,254104265,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396870,Illumina Genome Analyzer IIx,PSAE1659,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc8,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Munich,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,I,8,I,16,S,4,I,2
SRR1056057,RNA-Seq,214,461827622,PRJNA231236,SAMN02470311,307210525,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396871,Illumina Genome Analyzer IIx,PSAE1688,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_10_bc9,SRP034661,clinical isolate,Homo sapiens,urine,Germany,Europe,Germany: Limburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,urine,I,8,S,4,S,0.5,S,0.5
SRR1056058,RNA-Seq,214,635620018,PRJNA231236,SAMN02470312,407094982,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396872,Illumina Genome Analyzer IIx,B34,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc1,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,S,<=0.25,R,>265,R,64,I,0.5
SRR1056059,RNA-Seq,214,529725756,PRJNA231236,SAMN02470313,339461481,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396873,Illumina Genome Analyzer IIx,B445,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc10,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,R,32,S,<=1,S,0.5,S,<=0.25
SRR1056060,RNA-Seq,214,638405870,PRJNA231236,SAMN02470314,410935114,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396874,Illumina Genome Analyzer IIx,RKI_12_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc12,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,S,8,S,2,R,16
SRR1056061,RNA-Seq,214,547770664,PRJNA231236,SAMN02470315,352768191,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396875,Illumina Genome Analyzer IIx,RKI_96_12,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc14,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,I,8,R,>32,R,512,S,0.5
SRR1056062,RNA-Seq,214,615127378,PRJNA231236,SAMN02470316,393795049,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396876,Illumina Genome Analyzer IIx,B197,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc3,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,R,>=16,S,8,S,1,S,<=0.125
SRR1056063,RNA-Seq,214,443709526,PRJNA231236,SAMN02470317,284141183,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396877,Illumina Genome Analyzer IIx,B214,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc4,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,I,8,S,8,S,2,S,0.5
SRR1056064,RNA-Seq,214,290495156,PRJNA231236,SAMN02470318,186083884,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396878,Illumina Genome Analyzer IIx,B271,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc5,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,S,0.5,S,<=1,S,0.5,S,<=0.125
SRR1056065,RNA-Seq,214,390649724,PRJNA231236,SAMN02470319,251078501,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396879,Illumina Genome Analyzer IIx,B266,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc6,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,R,>=16,I,16,S,1,I,1
SRR1056066,RNA-Seq,214,295142166,PRJNA231236,SAMN02470320,190712477,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396880,Illumina Genome Analyzer IIx,B337,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc8,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,I,8,S,<=1,S,0.5,S,<=0.125
SRR1056067,RNA-Seq,214,499066832,PRJNA231236,SAMN02470321,320883492,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396881,Illumina Genome Analyzer IIx,B428,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_11_bc9,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection NRZ\, Bochum\, Germany",NA,NA,nd,nd,R,>32,S,8,S,1,S,0.5
SRR1056068,RNA-Seq,214,1501285756,PRJNA231236,SAMN02470322,957136726,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396882,Illumina Genome Analyzer IIx,RKI_392_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc10,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,S,0.25,S,8,S,0.125,S,0.063
SRR1056069,RNA-Seq,214,576901628,PRJNA231236,SAMN02470323,368571700,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396883,Illumina Genome Analyzer IIx,RKI_98_12,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc11,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,16,S,4,S,0.5,R,8
SRR1056070,RNA-Seq,214,463846926,PRJNA231236,SAMN02470324,298554353,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396884,Illumina Genome Analyzer IIx,RKI_24_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc13,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,R,>32,R,8,R,16
SRR1056071,RNA-Seq,214,429391856,PRJNA231236,SAMN02470325,273555653,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396885,Illumina Genome Analyzer IIx,RKI_395_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc15,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,I,8,R,32,S,0.25,S,1
SRR1056072,RNA-Seq,214,346403084,PRJNA231236,SAMN02470326,223671253,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396886,Illumina Genome Analyzer IIx,RKI_37_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc16,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,I,16,S,2,S,2
SRR1056073,RNA-Seq,214,736135604,PRJNA231236,SAMN02470327,470649600,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396887,Illumina Genome Analyzer IIx,RKI_99_12,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc17,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,16,R,32,S,1,R,8
SRR1056074,RNA-Seq,214,401097418,PRJNA231236,SAMN02470328,257462884,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396888,Illumina Genome Analyzer IIx,RKI_53_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc18,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,S,4,R,>32,R,8,R,>64
SRR1056075,RNA-Seq,214,215967516,PRJNA231236,SAMN02470329,139394854,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396889,Illumina Genome Analyzer IIx,RKI_339_12,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc20,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,R,>256,S,1.5,S,0.25
SRR1056076,RNA-Seq,214,213937726,PRJNA231236,SAMN02470330,137898598,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396890,Illumina Genome Analyzer IIx,RKI_82_10,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc22,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,R,>32,R,64,R,32
SRR1056077,RNA-Seq,214,240705916,PRJNA231236,SAMN02470331,155480632,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396891,Illumina Genome Analyzer IIx,RKI_359_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc24,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,R,32,R,96,R,64
SRR1056078,RNA-Seq,214,369116188,PRJNA231236,SAMN02470332,238281652,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396892,Illumina Genome Analyzer IIx,RKI_360_11,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc7,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,I,16,R,64,R,64
SRR1056079,RNA-Seq,214,722506372,PRJNA231236,SAMN02470333,459947599,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396893,Illumina Genome Analyzer IIx,RKI_100_12,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_12_bc9,SRP034661,clinical isolate,Homo sapiens,nd,uncalculated,uncalculated,nd,"Strain collection Robert Koch Institute\, Wernigerode\, Germany",NA,NA,nd,nd,R,>32,R,32,S,0.5,S,0.25
SRR1056080,RNA-Seq,290,1490082060,PRJNA231236,SAMN02470334,871701183,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396894,Illumina Genome Analyzer IIx,MHH6887,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc10,SRP034661,clinical isolate,Homo sapiens,tracheal secrete,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,tracheal_secrete,S,0.125,R,32,S,0.5,I,2
SRR1056081,RNA-Seq,290,1356263880,PRJNA231236,SAMN02470335,795862794,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396895,Illumina Genome Analyzer IIx,MHH8607,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc13,SRP034661,clinical isolate,Homo sapiens,sputum,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,sputum,R,16,R,>32,R,16,I,2
SRR1056082,RNA-Seq,290,909104760,PRJNA231236,SAMN02470336,550227950,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396896,Illumina Genome Analyzer IIx,MHH9652,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc14,SRP034661,clinical isolate,Homo sapiens,drainage liquid,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,drainage_liquid,I,8,R,32,R,16,R,>8
SRR1056083,RNA-Seq,290,1025645320,PRJNA231236,SAMN02470337,614698366,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396897,Illumina Genome Analyzer IIx,MHH9674,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc15,SRP034661,clinical isolate,Homo sapiens,bronchoalveolar lavage,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,bronchoalveolar_lavage,S,0.125,S,2,S,0.5,R,8
SRR1056084,RNA-Seq,290,1007214080,PRJNA231236,SAMN02470338,606475971,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396898,Illumina Genome Analyzer IIx,MHH9854,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc17,SRP034661,clinical isolate,Homo sapiens,nasal swab,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,yes,nasal_swab,I,8,R,>256,S,2,S,1
SRR1056085,RNA-Seq,290,754521710,PRJNA231236,SAMN02470339,451936618,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396899,Illumina Genome Analyzer IIx,MHH10047,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc18,SRP034661,clinical isolate,Homo sapiens,tonsil swab,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,tonsil_swab,S,1,S,8,S,0.5,S,1
SRR1056086,RNA-Seq,290,745804310,PRJNA231236,SAMN02470340,446266333,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396900,Illumina Genome Analyzer IIx,MHH10049,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc19,SRP034661,clinical isolate,Homo sapiens,nasal swab,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,yes,nasal_swab,S,2,S,8,S,2,S,0.5
SRR1056087,RNA-Seq,290,882354870,PRJNA231236,SAMN02470341,524629554,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396901,Illumina Genome Analyzer IIx,MHH13682,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc8,SRP034661,clinical isolate,Homo sapiens,lung transplant donor,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,yes,lung_transplant_donor,I,8,R,>256,S,2,R,>8
SRR1056088,RNA-Seq,290,1087810010,PRJNA231236,SAMN02470342,639608736,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396902,Illumina Genome Analyzer IIx,MHH12178,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_6_bc9,SRP034661,clinical isolate,Homo sapiens,catheter swab abdomen,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,catheter_swab_abdomen,R,16,I,16,S,0.5,S,0.5
SRR1056089,RNA-Seq,290,1038221460,PRJNA231236,SAMN02470343,601929183,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396903,Illumina Genome Analyzer IIx,MHH13714,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_7_bc1,SRP034661,clinical isolate,Homo sapiens,permanent catheter urine,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,permanent_catheter_urine,S,0.25,S,8,S,1,R,4
SRR1056090,RNA-Seq,290,754668450,PRJNA231236,SAMN02470344,448075099,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396904,Illumina Genome Analyzer IIx,MHH11148,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_7_bc10,SRP034661,clinical isolate,Homo sapiens,tonsil swab,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,tonsil_swab,S,1,I,16,S,1,R,4
SRR1056091,RNA-Seq,290,956599510,PRJNA231236,SAMN02470345,559620103,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396905,Illumina Genome Analyzer IIx,MHH13305,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_7_bc11,SRP034661,clinical isolate,Homo sapiens,bronchial secrete,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,yes,bronchial_secrete,R,>16,R,>32,R,16,R,4
SRR1056092,RNA-Seq,290,926577550,PRJNA231236,SAMN02470346,526548642,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396906,Illumina Genome Analyzer IIx,MHH14088,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,clinical_pool_7_bc2,SRP034661,clinical isolate,Homo sapiens,perfusate,Germany,Europe,Germany: Hannover,"Hannover\, Medical School\, Germany",NA,NA,no,perfusate,S,2,S,8,S,4,I,2
