study_accession,Isolate accession number,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Nucleotide archive,Set,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,Streptomycin,Ciprofloxacin,Moxifloxacin,Ofloxacin,Amikacin,Capreomycin,Kanamycin,sample_accession
PRJNA282721,SAMN03648487,SRS991209,SRX1095934,SRR2101240,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101240/SRR2101240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101240/SRR2101240_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648488,SRS991207,SRX1095935,SRR2101241,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101241/SRR2101241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101241/SRR2101241_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648489,SRS991208,SRX1095936,SRR2101242,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101242/SRR2101242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101242/SRR2101242_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648490,SRS991210,SRX1095937,SRR2101243,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101243/SRR2101243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101243/SRR2101243_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648491,SRS991206,SRX1095938,SRR2101244,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101244/SRR2101244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101244/SRR2101244_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648492,SRS990620,SRX1095939,SRR2101245,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101245/SRR2101245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101245/SRR2101245_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648493,SRS991205,SRX1095940,SRR2101246,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101246/SRR2101246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101246/SRR2101246_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648494,SRS991204,SRX1095941,SRR2101247,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101247/SRR2101247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101247/SRR2101247_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648495,SRS990621,SRX1095942,SRR2101248,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101248/SRR2101248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101248/SRR2101248_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648496,SRS991200,SRX1095943,SRR2101249,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101249/SRR2101249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101249/SRR2101249_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648497,SRS991202,SRX1095944,SRR2101250,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101250/SRR2101250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101250/SRR2101250_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648498,SRS991201,SRX1095945,SRR2101251,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101251/SRR2101251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101251/SRR2101251_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648499,SRS991203,SRX1095946,SRR2101252,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101252/SRR2101252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101252/SRR2101252_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648500,SRS990622,SRX1095947,SRR2101253,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101253/SRR2101253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101253/SRR2101253_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648501,SRS991199,SRX1095948,SRR2101254,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101254/SRR2101254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101254/SRR2101254_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648502,SRS991198,SRX1095949,SRR2101255,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101255/SRR2101255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101255/SRR2101255_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648503,SRS991197,SRX1095950,SRR2101256,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101256/SRR2101256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101256/SRR2101256_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648504,SRS991196,SRX1095951,SRR2101257,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101257/SRR2101257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101257/SRR2101257_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648505,SRS991195,SRX1095952,SRR2101258,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101258/SRR2101258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101258/SRR2101258_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648506,SRS990623,SRX1095953,SRR2101259,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101259/SRR2101259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101259/SRR2101259_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648507,SRS991194,SRX1095954,SRR2101260,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101260/SRR2101260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101260/SRR2101260_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648508,SRS991193,SRX1095955,SRR2101261,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101261/SRR2101261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101261/SRR2101261_2.fastq.gz,NA,NA,ncbi,training,S,R,R,R,No result,R,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648509,SRS991192,SRX1095956,SRR2101262,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101262/SRR2101262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101262/SRR2101262_2.fastq.gz,NA,NA,ncbi,training,S,S,S,R,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648510,SRS991190,SRX1095957,SRR2101263,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101263/SRR2101263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101263/SRR2101263_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648511,SRS991191,SRX1095958,SRR2101264,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101264/SRR2101264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101264/SRR2101264_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648512,SRS991189,SRX1095959,SRR2101265,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101265/SRR2101265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101265/SRR2101265_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648513,SRS991188,SRX1095960,SRR2101266,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101266/SRR2101266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101266/SRR2101266_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648514,SRS990624,SRX1095961,SRR2101267,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101267/SRR2101267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101267/SRR2101267_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648515,SRS990625,SRX1095962,SRR2101268,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101268/SRR2101268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101268/SRR2101268_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648516,SRS991187,SRX1095963,SRR2101269,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101269/SRR2101269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101269/SRR2101269_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648517,SRS991186,SRX1095964,SRR2101270,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101270/SRR2101270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101270/SRR2101270_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648518,SRS991185,SRX1095965,SRR2101271,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101271/SRR2101271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101271/SRR2101271_2.fastq.gz,NA,NA,ncbi,training,S,S,S,No result,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648519,SRS991182,SRX1095966,SRR2101272,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101272/SRR2101272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101272/SRR2101272_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648520,SRS990627,SRX1095967,SRR2101273,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101273/SRR2101273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101273/SRR2101273_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648521,SRS990626,SRX1095968,SRR2101274,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101274/SRR2101274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101274/SRR2101274_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648522,SRS990628,SRX1095969,SRR2101275,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101275/SRR2101275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101275/SRR2101275_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648523,SRS991183,SRX1095970,SRR2101276,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101276/SRR2101276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101276/SRR2101276_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648524,SRS991184,SRX1095971,SRR2101277,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101277/SRR2101277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101277/SRR2101277_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648525,SRS990629,SRX1095972,SRR2101278,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101278/SRR2101278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101278/SRR2101278_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648526,SRS991181,SRX1095973,SRR2101279,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101279/SRR2101279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101279/SRR2101279_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648527,SRS991180,SRX1095974,SRR2101280,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101280/SRR2101280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101280/SRR2101280_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648528,SRS991179,SRX1095975,SRR2101281,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101281/SRR2101281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101281/SRR2101281_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648529,SRS991177,SRX1095976,SRR2101282,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101282/SRR2101282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101282/SRR2101282_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648530,SRS991178,SRX1095977,SRR2101283,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101283/SRR2101283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101283/SRR2101283_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648531,SRS991176,SRX1095978,SRR2101284,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101284/SRR2101284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101284/SRR2101284_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648532,SRS991175,SRX1095979,SRR2101285,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101285/SRR2101285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101285/SRR2101285_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648533,SRS990630,SRX1095980,SRR2101286,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101286/SRR2101286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101286/SRR2101286_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648534,SRS991174,SRX1095981,SRR2101287,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101287/SRR2101287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101287/SRR2101287_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648535,SRS991173,SRX1095982,SRR2101288,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101288/SRR2101288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101288/SRR2101288_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648536,SRS990631,SRX1095983,SRR2101289,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101289/SRR2101289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101289/SRR2101289_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648537,SRS991172,SRX1095984,SRR2101290,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101290/SRR2101290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101290/SRR2101290_2.fastq.gz,NA,NA,ncbi,training,S,S,S,R,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648538,SRS991171,SRX1095985,SRR2101291,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101291/SRR2101291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101291/SRR2101291_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648539,SRS991170,SRX1095986,SRR2101292,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101292/SRR2101292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101292/SRR2101292_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648540,SRS991169,SRX1095987,SRR2101293,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101293/SRR2101293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101293/SRR2101293_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648541,SRS991168,SRX1095988,SRR2101294,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101294/SRR2101294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101294/SRR2101294_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648542,SRS991167,SRX1095989,SRR2101295,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101295/SRR2101295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101295/SRR2101295_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648543,SRS991166,SRX1095990,SRR2101296,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101296/SRR2101296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2101296/SRR2101296_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648544,SRS991164,SRX1095991,SRR2101297,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101297/SRR2101297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2101297/SRR2101297_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648545,SRS991165,SRX1095992,SRR2101298,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101298/SRR2101298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2101298/SRR2101298_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648546,SRS991162,SRX1095993,SRR2101299,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101299/SRR2101299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2101299/SRR2101299_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03648547,SRS991163,SRX1095994,SRR2101300,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101300/SRR2101300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2101300/SRR2101300_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648548,SRS991161,SRX1095995,SRR2101301,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101301/SRR2101301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2101301/SRR2101301_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648549,SRS990632,SRX1095996,SRR2101302,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101302/SRR2101302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2101302/SRR2101302_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648550,SRS990633,SRX1095997,SRR2101303,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101303/SRR2101303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101303/SRR2101303_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648551,SRS991160,SRX1095998,SRR2101304,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101304/SRR2101304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2101304/SRR2101304_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,R,S,No result,S,S,S,S,S,NA
PRJNA282721,SAMN03648552,SRS991158,SRX1095999,SRR2101305,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101305/SRR2101305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2101305/SRR2101305_2.fastq.gz,NA,NA,ncbi,validation,S,S,S,S,S,No result,S,S,S,S,S,NA
