study_accession,Isolate accession number,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Nucleotide archive,Set,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,Streptomycin,Ciprofloxacin,Moxifloxacin,Ofloxacin,Amikacin,Capreomycin,Kanamycin,sample_accession
PRJNA282721,SAMN03647116,SRS991901,SRX1094637,SRR2099943,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099943/SRR2099943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099943/SRR2099943_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647117,SRS991899,SRX1094638,SRR2099944,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099944/SRR2099944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099944/SRR2099944_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647118,SRS991900,SRX1094639,SRR2099945,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099945/SRR2099945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099945/SRR2099945_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647119,SRS991897,SRX1094640,SRR2099946,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099946/SRR2099946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099946/SRR2099946_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647120,SRS991898,SRX1094641,SRR2099947,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099947/SRR2099947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099947/SRR2099947_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647121,SRS991896,SRX1094642,SRR2099948,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099948/SRR2099948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099948/SRR2099948_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647122,SRS991895,SRX1094643,SRR2099949,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099949/SRR2099949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099949/SRR2099949_2.fastq.gz,NA,NA,ncbi,training,R,R,S,S,No result,S,S,S,S,S,S,NA
PRJNA282721,SAMN03647123,SRS991894,SRX1094644,SRR2099950,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099950/SRR2099950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099950/SRR2099950_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647124,SRS991893,SRX1094645,SRR2099951,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099951/SRR2099951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099951/SRR2099951_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647125,SRS991892,SRX1094646,SRR2099952,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099952/SRR2099952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099952/SRR2099952_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647126,SRS991891,SRX1094647,SRR2099953,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099953/SRR2099953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099953/SRR2099953_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647127,SRS991890,SRX1094648,SRR2099954,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099954/SRR2099954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099954/SRR2099954_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647128,SRS991889,SRX1094649,SRR2099955,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099955/SRR2099955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099955/SRR2099955_2.fastq.gz,NA,NA,ncbi,training,No result,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647129,SRS991888,SRX1094650,SRR2099956,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099956/SRR2099956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099956/SRR2099956_2.fastq.gz,NA,NA,ncbi,training,R,R,S,S,No result,S,S,S,S,S,S,NA
PRJNA282721,SAMN03647130,SRS991887,SRX1094651,SRR2099957,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099957/SRR2099957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099957/SRR2099957_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647131,SRS991886,SRX1094652,SRR2099958,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099958/SRR2099958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099958/SRR2099958_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647132,SRS991885,SRX1094653,SRR2099959,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099959/SRR2099959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099959/SRR2099959_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647133,SRS991884,SRX1094654,SRR2099960,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099960/SRR2099960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099960/SRR2099960_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647134,SRS991883,SRX1094655,SRR2099961,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099961/SRR2099961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099961/SRR2099961_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647135,SRS991881,SRX1094656,SRR2099962,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099962/SRR2099962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099962/SRR2099962_2.fastq.gz,NA,NA,ncbi,training,No result,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647136,SRS991882,SRX1094657,SRR2099963,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099963/SRR2099963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099963/SRR2099963_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647137,SRS991880,SRX1094658,SRR2099964,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099964/SRR2099964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099964/SRR2099964_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,S,S,S,S,S,S,S,NA
PRJNA282721,SAMN03647138,SRS991879,SRX1094659,SRR2099965,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099965/SRR2099965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099965/SRR2099965_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647139,SRS991878,SRX1094660,SRR2099966,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099966/SRR2099966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099966/SRR2099966_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647140,SRS991877,SRX1094661,SRR2099967,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099967/SRR2099967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099967/SRR2099967_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647141,SRS991876,SRX1094662,SRR2099968,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099968/SRR2099968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099968/SRR2099968_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647142,SRS991875,SRX1094663,SRR2099969,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099969/SRR2099969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099969/SRR2099969_2.fastq.gz,NA,NA,ncbi,training,R,R,R,R,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647143,SRS991874,SRX1094664,SRR2099970,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099970/SRR2099970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099970/SRR2099970_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647144,SRS991872,SRX1094665,SRR2099971,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099971/SRR2099971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099971/SRR2099971_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647145,SRS991873,SRX1094666,SRR2099972,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099972/SRR2099972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099972/SRR2099972_2.fastq.gz,NA,NA,ncbi,training,S,No result,R,R,No result,R,S,S,S,S,S,NA
PRJNA282721,SAMN03647146,SRS991871,SRX1094667,SRR2099973,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099973/SRR2099973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099973/SRR2099973_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647147,SRS991870,SRX1094668,SRR2099974,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099974/SRR2099974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099974/SRR2099974_2.fastq.gz,NA,NA,ncbi,training,R,R,R,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647148,SRS991869,SRX1094669,SRR2099975,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099975/SRR2099975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099975/SRR2099975_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647149,SRS991868,SRX1094670,SRR2099976,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099976/SRR2099976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099976/SRR2099976_2.fastq.gz,NA,NA,ncbi,training,R,R,S,S,No result,R,R,R,S,S,S,NA
PRJNA282721,SAMN03647150,SRS990014,SRX1094671,SRR2099977,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099977/SRR2099977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099977/SRR2099977_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647151,SRS991867,SRX1094672,SRR2099978,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099978/SRR2099978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099978/SRR2099978_2.fastq.gz,NA,NA,ncbi,training,R,R,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647152,SRS991866,SRX1094673,SRR2099979,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099979/SRR2099979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2099979/SRR2099979_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647153,SRS991865,SRX1094674,SRR2099980,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099980/SRR2099980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2099980/SRR2099980_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647154,SRS991864,SRX1094675,SRR2099981,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099981/SRR2099981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2099981/SRR2099981_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647155,SRS991863,SRX1094676,SRR2099982,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099982/SRR2099982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2099982/SRR2099982_2.fastq.gz,NA,NA,ncbi,training,R,R,S,S,No result,R,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647156,SRS991862,SRX1094677,SRR2099983,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099983/SRR2099983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2099983/SRR2099983_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647157,SRS990015,SRX1094678,SRR2099984,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099984/SRR2099984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2099984/SRR2099984_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647158,SRS991861,SRX1094679,SRR2099985,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099985/SRR2099985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2099985/SRR2099985_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647159,SRS991860,SRX1094680,SRR2099986,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099986/SRR2099986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2099986/SRR2099986_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647160,SRS991859,SRX1094681,SRR2099987,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099987/SRR2099987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2099987/SRR2099987_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647161,SRS991858,SRX1094682,SRR2099988,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099988/SRR2099988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2099988/SRR2099988_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
